ID,Description,baseRec_mp,baseRec_sp,red_Falldam,soul,equip_Wep_Right,equip_Subwep_Right,equip_Wep_Left,equip_Subwep_Left,equip_Helm,equip_Armer,equip_Gaunt,equip_Leg,equip_Arrow,equip_Bolt,equip_SubArrow,equip_SubBolt,equip_Accessory01,equip_Accessory02,equip_Accessory03,equip_Accessory04,equip_Accessory05,equip_Skill_01,equip_Skill_02,equip_Skill_03,equip_Spell_01,equip_Spell_02,equip_Spell_03,equip_Spell_04,equip_Spell_05,equip_Spell_06,equip_Spell_07,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,npcPlayerFaceGenId,npcPlayerThinkId,baseHp,baseMp,baseSp,arrowNum,boltNum,subArrowNum,subBoltNum,QWC_sb,QWC_mw,QWC_cd,soulLv,baseVit,baseWil,baseEnd,baseStr,baseDex,baseMag,baseFai,baseLuc,baseHeroPoint,baseDurability,itemNum_01,itemNum_02,itemNum_03,itemNum_04,itemNum_05,itemNum_06,itemNum_07,itemNum_08,itemNum_09,itemNum_10,bodyScaleHead,bodyScaleBreast,bodyScaleAbdomen,bodyScaleArm,bodyScaleLeg,gestureId0,gestureId1,gestureId2,gestureId3,gestureId4,gestureId5,gestureId6,npcPlayerType,npcPlayerDrawType,npcPlayerSex,vowType:4,voiceType,equip_Wep_Right_GenId,equip_Subwep_Right_GenId,equip_Wep_Left_GenId,equip_Subwep_Left_GenId,equip_Helm_GenId,equip_Armer_GenId,equip_Gaunt_GenId,equip_Leg_GenId,equip_Wep_Body_GenId,secondaryItem_01,secondaryItem_02,secondaryItem_03,secondaryItem_04,secondaryItem_05,secondaryItem_06,secondaryItemNum_01,secondaryItemNum_02,secondaryItemNum_03,secondaryItemNum_04,secondaryItemNum_05,secondaryItemNum_06
9423,"ダメージチェック：銃槍＆ヴァンプ短銃：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,45,18,0,10,19,50,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,10000900,7000900,14100900,20000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9424,"ダメージチェック：銃槍（低血質）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,49,20,0,14,50,9,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,10000900,7000900,6000900,20000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9425,"ダメージチェック：剣杭：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,47,18,0,41,30,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,11000900,7000900,6000900,20000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9426,"ダメージチェック：爆槌（低神秘）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,55,21,0,50,10,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,13000900,7000900,6000900,20000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9427,"ダメージチェック：爆槌（高神秘）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,47,17,0,50,10,6,20,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,13000900,7000900,6000900,20000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9428,"ダメージチェック：車輪（低神秘）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,49,20,0,50,15,6,10,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,12000900,7000900,6000900,20000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9429,"ダメージチェック：車輪（高神秘）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,45,17,0,50,12,6,20,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,12000900,7000900,6000900,20000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9430,"ダメージチェック：拳獣：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,50,20,0,50,16,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,9000900,1000000,6000900,20000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9431,"ダメージチェック：長銃（工房・教会）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,48,18,0,10,16,50,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,7000900,2000900,6000900,6100900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9432,"ダメージチェック：短銃（工房・ヴァンプ）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,48,18,0,10,16,50,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,7000900,2000900,14000900,14100900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9433,"ダメージチェック：短銃（工房・教会）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,48,18,0,10,16,50,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,7000900,2000900,14000900,14200900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9434,"ダメージチェック：大砲：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,48,19,0,50,13,12,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,7000900,5000900,15000900,20000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9435,"ダメージチェック：噴霧器（低神秘）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,49,20,0,50,12,6,13,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,7000900,4000900,18100900,18000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9436,"ダメージチェック：噴霧器（高神秘）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,49,18,0,17,10,6,50,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,7000900,4000900,18100900,18000900,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9437,"ダメージチェック：松明（獣・普通）：lv.88： 拠点・悪夢",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,88,49,18,0,17,10,6,50,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,7000900,7100900,20000900,20100000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9438,"ダメージチェック：ノコナタ：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,50,23,0,50,35,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,7001000,7101000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9439,"ダメージチェック：ノコ槍：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,50,23,0,35,50,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,7101000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9440,"ダメージチェック：斧竿：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,50,23,0,50,35,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,5001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9441,"ダメージチェック：杖鞭：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,60,23,0,25,50,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,22001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9442,"ダメージチェック：剣鎌（低神秘）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2060,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,46,20,0,35,50,6,15,0,99,0,20,20,20,20,20,20,20,1,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,5101000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9443,"ダメージチェック：剣鎌（高神秘）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2060,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,48,20,0,10,50,6,38,0,99,0,20,20,20,20,20,20,20,1,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,5101000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9444,"ダメージチェック：双剣（低神秘）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2060,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,60,26,0,10,50,6,20,0,99,0,20,20,20,20,20,20,20,1,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,4001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9445,"ダメージチェック：双剣（高神秘）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2060,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,45,21,0,10,50,6,40,0,99,0,20,20,20,20,20,20,20,1,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,4001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9446,"ダメージチェック：石槌：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,50,23,0,50,35,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,8001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9447,"ダメージチェック：大剣：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,47,21,0,50,40,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,8101000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9448,"ダメージチェック：銃剣＆工房長銃：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,49,20,0,15,50,30,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,10101000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9449,"ダメージチェック：銃剣＆ヴァンプ短銃：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,45,20,0,15,34,50,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,10101000,7001000,14101000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9450,"ダメージチェック：銃剣（低血質）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,49,20,0,35,50,10,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,10101000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9451,"ダメージチェック：血刀＆工房長銃：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,47,20,0,12,50,35,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,2001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9452,"ダメージチェック：血刀＆ヴァンプ短銃：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,46,18,0,15,35,50,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,2001000,7001000,14101000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9453,"ダメージチェック：血刀（低血質）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,49,20,0,33,50,12,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,2001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9454,"ダメージチェック：銃槍＆工房長銃：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,48,21,0,20,50,25,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,10001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9455,"ダメージチェック：銃槍＆ヴァンプ短銃：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,45,19,0,15,35,50,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,10001000,7001000,14101000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9456,"ダメージチェック：銃槍（低血質）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,49,21,0,35,50,9,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,10001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9457,"ダメージチェック：剣杭：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,48,20,0,50,40,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,11001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9458,"ダメージチェック：爆槌（低神秘）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,55,23,0,50,30,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,13001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9459,"ダメージチェック：爆槌（高神秘）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,47,19,0,50,20,6,30,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,13001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9460,"ダメージチェック：車輪（低神秘）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,49,22,0,50,35,6,10,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,12001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9461,"ダメージチェック：車輪（高神秘）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,46,20,0,50,20,6,30,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,12001000,7001000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9462,"ダメージチェック：拳獣：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,50,23,0,50,35,6,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,9001000,1000000,6001000,20001000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
9463,"ダメージチェック：長銃（工房・教会）：lv.110： 対戦キャラ",0.0,0.0,0.0,9999999,-1,-1,-1,-1,70000,71000,72000,73000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,900,1200,1210,1230,1300,1310,1320,2030,2080,1000,100,0,0,0,0,0,0,0,0,0,0,0,110,49,20,0,10,35,50,8,0,99,0,20,20,20,20,20,20,20,3,1,20,0,0,0,0,0,0,1,21,12,3,2,8,0,0,1,0,0,7001000,2001000,6001000,6101000,-1,-1,-1,-1,1000,200,205,225,111,4103,4104,1,1,1,1,1,1
