ID,Description,msgId,voiceId,spEffectId0,motionId0,spEffectId1,motionId1,spEffectId2,motionId2,spEffectId3,motionId3,spEffectId4,motionId4,spEffectId5,motionId5,returnPos,reactionId,eventId
1909702,"君はもう、悪夢にいるのだから…",909702,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1909703,"…うふ、うふ、うふふふふ…",909703,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2000000,"ああ、知っている",1000000,241000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2000001,"君も、裏切るのだろう？",1000001,241000001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2000002,"…我ら血によって人となり、人を超え、また人を失う",1009002,241009002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2000003,"知らぬ者よ",1000003,241000003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2000004,"かねて血を恐れたまえ",1000004,241000004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2000005,"恐れたまえよ、ローレンス",1000005,241000005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2000006,"…",1000006,241000006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2000011,"君も、裏切るのだろう？ゲールマンと同じように",1009001,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2000100,"うう…、ああ…",1000100,321000100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100000,"ああ、ようこそ我らの夢へ",1100000,261100000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100001,"けれどもう、誰も必要としない",1100001,261100001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100002,"儀式はもうすぐ終わる",1100002,261100002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100003,"夢が現実に、我らに瞳をもたらすのだ！",1100003,261100003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100004,"邪魔をしたければ、つかまえてみるといい",1100004,261100004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100005,"夢の中でそれができればね！",1100005,261100005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100006,"さあ！",1100006,261100006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100050,"ああ、ようこそ我らの夢へ",1100050,261100050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100051,"けれどもう、誰も必要としない",1100001,261100001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100052,"儀式はもうすぐ終わる",1100002,261100002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100053,"夢が現実に、我らに瞳をもたらすのだ！",1100003,261100003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100054,"邪魔をしたければ、つかまえてみるといい",1100004,261100004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100055,"夢の中でそれができればね！",1100005,261100005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100056,"さあ！",1100006,261100006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100100,"アッハハハ！",1100100,261100100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100101,"おお、素晴らしい！夢の中でも狩人とは！",1100101,261100101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100102,"けれど、けれどね",1100102,261100102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100103,"悪夢は巡り、そして終わらないものだろう！",1100103,261100103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100150,"アッハハハ！",1100100,261100100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100151,"おお、素晴らしい！夢の中でも狩人とは！",1100151,261100151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100152,"けれど、けれどね",1100102,261100102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100153,"悪夢は巡り、そして終わらないものだろう！",1100103,261100103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100200,"はあ…",1100200,261100200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100210,"ああ、ゴース、あるいはゴスム",1100201,261100201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100211,"我らの祈りが聞こえぬか",1100202,261100202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100220,"白痴のロマにそうしたように",1100203,261100203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100221,"我らに瞳を授けたまえ",1100204,261100204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100230,"我らの脳に瞳を与え、獣の愚かを克させたまえ",1100205,261100205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100231,"泥に浸かり、もはや見えぬ湖",1100206,261100206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100240,"宇宙よ！",1100207,261100207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100250,"やがてこそ、舌を噛み、語り明かそう",1100208,261100208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100251,"明かし語ろう…",1100209,261100209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100260,"新しい思索、超次元を！",1100210,261100210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100270,"ウアアアアアアアアアアアア",1100211,261100211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100271,"ウアアアアアアアアアアアアアアアアアアアアアアアアッ！",1100212,261100212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100280,"はあ…",1100200,261100200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100281,"ああ、ゴース、あるいはゴスム",1100201,261100201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100282,"我らの祈りが聞こえぬか",1100202,261100202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100283,"白痴のロマにそうしたように",1100203,261100203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100284,"我らに瞳を授けたまえ",1100204,261100204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100285,"我らの脳に瞳を与え、獣の愚かを克させたまえ",1100205,261100205,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100286,"泥に浸かり、もはや見えぬ湖",1100206,261100206,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100287,"宇宙よ！",1100207,261100207,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100288,"やがてこそ、舌を噛み、語り明かそう",1100208,261100208,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100289,"明かし語ろう…",1100209,261100209,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100290,"新しい思索、超次元を！",1100210,261100210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100291,"ウアアアアアアアアアアアア",1100211,261100211,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100292,"ウアアアアアアアアアアアアアアアアアアアアアアアアッ！",1100212,261100212,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100300,"ギャアアアアアアアアッ！",1100300,261100300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100301,"ああ、これが目覚め、すべて忘れてしまうのか…",1100301,261100301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100400,"ああ、ゴース、あるいはゴスム…",1100400,261100400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100401,"我らの祈りが聞こえぬか…",1100401,261100401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100402,"！",1100402,261100402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100403,"けれど、我らは夢を諦めぬ！",1100403,261100403,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100404,"何者も、我らを捕え、止められぬのだ！",1100404,261100404,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100405,"（狂った笑い）",1100405,261100405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100500,"（攻撃音声何種類か。エヤッ、ドリャッ、など）",1100500,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100600,"（魔法使用時の異様な笑い、叫びを何種類か。エヒャヒャッ、キエーイ、など）",1100600,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2100700,"（ダメージ音声何種類か。ギャッ、ギャアッ、など）",1100700,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109000,"なあ、誰か、誰でもいい…",1109000,261109000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109001,"誰か、俺の目を見てくれ…",1109001,261109001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109002,"鐘が…祈りが聞こえる…",1109002,261109002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109003,"眠れない、ずっと眠れないんだ…",1109003,261109003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109004,"だんまり、だんまり、だんまりと",1109004,261109004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109005,"ずっと、眠っているのに…",1109005,261109005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109006,"ああ、ゴース、あるいはゴスム",1109006,261109006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109007,"逆さまの白痴、ロマ",1109007,261109007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109008,"泥に浸かり、もはや見えぬ湖",1109008,261109008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109009,"宇宙よ！",1109009,261109009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109010,"きっと目玉が足りないのか",1109010,261109010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109011,"俺にも、俺の脳みそにも…",1109011,261109011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109012,"脳みそにこそ！",1109012,261109012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109013,"なあ、誰か、お願いだ…",1109013,261109013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109014,"俺の目を、俺の目、夢を…",1109014,261109014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109015,"舌を噛み、語り明かそう",1109015,261109015,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109016,"明かし語ろう…",1109016,261109016,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109017,"俺の素晴らしい悪夢を！",1109017,261109017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109018,"ウアアアアアアアアアアアア",1109018,261109018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109019,"ウアアアアアアアアアアアアアアアアアアアアアアアアッ！",1109019,261109019,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109100,"おお、おお、君、心の友よ！",1109100,261109100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109101,"俺の目を見てくれ",1109101,261109101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109102,"見てくれよう…",1109102,261109102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109200,"ああっ、ひどい！",1109200,261109200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109201,"心の友、今更、今更だな",1109201,261109201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109202,"照れることはないじゃあないか…",1109202,261109202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109250,"ああっ、ひどい！",1109200,261109200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109251,"心の友、今更、今更だな",1109251,261109251,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109252,"照れることはないじゃあないか…",1109202,261109202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109300,"…俺の、目を、見てくれ…",1109300,261109300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109301,"見てくれよう…",1109301,261109301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109400,"（殴りつけられたとき/斬りつけられたときの悲鳴を幾つか
　斬りつけられる、ショットガンなどで撃たれるなど）",1109400,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109500,"（殴りつけられたあと/斬りつけられたあとの、意味不明な咆哮を幾つか
　おおおおおお！、うわあああああ！など）",1109500,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2109600,"（死亡時の断末魔
　グウッと唸り倒れる、絶叫と共にこと切れる、など）",1109600,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200000,"…ん、あんた…もしかして、獣狩りの…狩人さんか？",1200000,241200000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200001,"すまない、香のせいで、匂いがわからなかったよ",1200001,241200001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200002,"でも、よかった。あんたが狩人なら、お願いがあるんだ",1200002,241200002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200003,"獣狩りがはじまって、まともなのは皆閉じ籠ってる",1200003,241200003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200004,"昔のように、いつものように、すべてが終わるのを待ってるんだ",1200004,241200004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200005,"…でも、今回は異常だよ。実際、閉じ籠った連中にも犠牲がではじめてる",1200005,241200005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200006,"さっきから、女の悲鳴と、獣くさい呻きばかりが増えてるんだ",1200006,241200006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200007,"おそらく、ヤーナムはもうおしまいだ…ヒヒッ…",1200007,241200007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200008,"でも、もしあんたが、まともな生き残りを見つけたなら",1200008,241200008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200009,"この場所、「オドン教会」を教えてあげて欲しいんだ",1200009,241200009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200010,"ここは安全だ。獣避けの香もしっかりと焚かれてる",1200010,241200010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200011,"だから…なんとかここに逃げてこいってさ…",1200011,241200011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200012,"なあ、お願いだよ。ヒヒッ…",1200012,241200012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200050,"…ん、あんた…もしかして、獣狩りの…狩人さんか？",1200050,241200050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200051,"すまない、香のせいで、匂いがわからなかったよ",1200001,241200001,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200052,"でも、よかった。あんたが狩人なら、お願いがあるんだ",1200002,241200002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200053,"獣狩りがはじまって、まともなのは皆閉じ籠ってる",1200003,241200003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200054,"昔のように、いつものように、すべてが終わるのを待ってるんだ",1200004,241200004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200055,"…でも、今回は異常だよ。実際、閉じ籠った連中にも犠牲がではじめてる",1200005,241200005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200056,"さっきから、女の悲鳴と、獣くさい呻きばかりが増えてるんだ",1200006,241200006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200057,"おそらく、ヤーナムはもうおしまいだ…ヒヒッ…",1200007,241200007,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200058,"でも、もしあんたが、まともな生き残りを見つけたなら",1200008,241200008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200059,"この場所、「オドン教会」を教えてあげて欲しいんだ",1200009,241200009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200060,"ここは安全だ。獣避けの香もしっかりと焚かれてる",1200010,241200010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200061,"だから…なんとかここに逃げてこいってさ…",1200011,241200011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200062,"なあ、お願いだよ。ヒヒッ…",1200012,241200012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200100,"あんたに頼る話じゃないのは分かってるんだ、だけど…",1200100,241200100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200101,"獣狩りのついででいい、「オドン教会」に逃げてこいって伝えてくれ",1200101,241200101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200102,"あとは、まともな生き残りがいてくれれば…",1200102,241200102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200103,"ああ、楽しみだなぁ…ヒヒヒヒッ…",1200103,241200103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200200,"…ああ、狩人さんか。無事でよかった",1200200,241200200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200201,"ここは安全だ。ゆっくり休んでいってくれよ",1200201,241200201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200202,"で、もし…また獣狩りに出るようなら、お願いの件、思い出してほしいんだ",1200202,241200202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200203,"まともな生き残りがいたら、「オドン教会」に逃げてこいって",1200203,241200203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200204,"ここは安全だからってさ…ヒヒッ…",1200204,241200204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200250,"…ああ、狩人さんか。無事でよかった",1200250,241200250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200251,"ここは安全だ。ゆっくり休んでいってくれよ",1200201,241200201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200252,"で、もし…また獣狩りに出るようなら、お願いの件、思い出してほしいんだ",1200202,241200202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200253,"まともな生き残りがいたら、「オドン教会」に逃げてこいって",1200203,241200203,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200254,"ここは安全だからってさ…ヒヒッ…",1200204,241200204,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200300,"おお、狩人さん！",1200300,241200300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200301,"ありがとう。あの人に、あんたがここを教えてくれたんだろう？",1200301,241200301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200302,"いや、俺なんか話かけてももらえないけど、でも",1200302,241200302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200303,"やっぱり、誰かが助かったのなら嬉しいよ",1200303,241200303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200350,"おお、狩人さん！",1200350,241200350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200351,"ありがとう。あの人に、あんたがここを教えてくれたんだろう？",1200351,241200351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200352,"いや、俺なんか話かけてももらえないけど、でも",1200302,241200302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200353,"やっぱり、誰かが助かったのなら嬉しいよ",1200303,241200303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200310,"おお、狩人さん！",1200350,241200350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200311,"ありがとう。あの人に、あんたがここを教えてくれたんだろう？",1205351,241205351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200312,"いや、俺なんか話かけてももらえないけど、でも",1205302,241205302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200313,"やっぱり、誰かが助かったのなら嬉しいよ",1205303,241205303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200360,"おお、狩人さん！",1200350,241200350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200361,"ありがとう。あの人に、あんたがここを教えてくれたんだろう？",1205351,241205351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200362,"いや、俺なんか話かけてももらえないけど、でも",1205302,241205302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200363,"やっぱり、誰かが助かったのなら嬉しいよ",1205303,241205303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200320,"おお、狩人さん！",1200300,241200300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200321,"ありがとう。あのご老人に、あんたがここを教えてくれたんだろう？",1206301,241206301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200322,"いや、俺なんか話かけてももらえないけど、でも",1200302,241200302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200323,"やっぱり、誰かが助かったのなら嬉しいよ",1200303,241200303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200370,"おお、狩人さん！",1200350,241200350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200371,"ありがとう。あのご老人に、あんたがここを教えてくれたんだろう？",1206351,241206351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200372,"いや、俺なんか話かけてももらえないけど、でも",1200302,241200302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200373,"やっぱり、誰かが助かったのなら嬉しいよ",1200303,241200303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200330,"おお、狩人さん！",1200300,241200300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200331,"ありがとう。あのご老婆に、あんたがここを教えてくれたんだろう？",1207301,241207301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200332,"いや、俺なんか話かけてももらえないけど、でも",1205302,241205302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200333,"やっぱり、誰かが助かったのなら嬉しいよ",1205303,241205303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200380,"おお、狩人さん！",1200350,241200350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200381,"ありがとう。あのご老婆に、あんたがここを教えてくれたんだろう？",1207351,241207351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200382,"いや、俺なんか話かけてももらえないけど、でも",1205302,241205302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200383,"やっぱり、誰かが助かったのなら嬉しいよ",1205303,241205303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200340,"おお、狩人さん！",1200300,241200300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200341,"ありがとう。あの聖女様に、あんたがここを教えてくれたんだろう？",1209301,241209301,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200342,"いや、俺なんか話かけてももらえないけど、でも",1205302,241205302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200343,"やっぱり、誰かが助かったのなら嬉しいよ",1205303,241205303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
2200390,"おお、狩人さん！",1200350,241200350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
