ID,Description,sortId,wanderingEquipId,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,fixPrice,basicPrice,sellValue,weight,residentSpEffectId,residentSpEffectId2,residentSpEffectId3,materialSetId,partsDamageRate,corectSARecover,originEquipPro,originEquipPro1,originEquipPro2,originEquipPro3,originEquipPro4,originEquipPro5,originEquipPro6,originEquipPro7,originEquipPro8,originEquipPro9,originEquipPro10,originEquipPro11,originEquipPro12,originEquipPro13,originEquipPro14,originEquipPro15,faceScaleM_ScaleX,faceScaleM_ScaleZ,faceScaleM_MaxX,faceScaleM_MaxZ,faceScaleF_ScaleX,faceScaleF_ScaleZ,faceScaleF_MaxX,faceScaleF_MaxZ,qwcId,equipModelId,iconIdM,iconIdF,knockBack,knockbackBounceRate,durability,durabilityMax,saDurability,defFlickPower,defensePhysics,defenseMagic,defenseFire,defenseThunder,defenseSlash,defenseBlow,defenseThrust,resistPoison,resistDisease,resistBlood,resistCurse,reinforceTypeId,compTrophySedId,shopLv,knockbackParamId,flickDamageCutRate,equipModelCategory,equipModelGender,protectorCategory,defenseMaterial,defenseMaterialSfx,partsDmgType,defenseMaterial_Weak,defenseMaterialSfx_Weak,isDeposit:1,headEquip:1,bodyEquip:1,armEquip:1,legEquip:1,useFaceScale:1,invisibleFlag00:1,invisibleFlag01:1,invisibleFlag02:1,invisibleFlag03:1,invisibleFlag04:1,invisibleFlag05:1,invisibleFlag06:1,invisibleFlag07:1,invisibleFlag08:1,invisibleFlag09:1,invisibleFlag10:1,invisibleFlag11:1,invisibleFlag12:1,invisibleFlag13:1,invisibleFlag14:1,invisibleFlag15:1,invisibleFlag16:1,invisibleFlag17:1,invisibleFlag18:1,invisibleFlag19:1,invisibleFlag20:1,invisibleFlag21:1,invisibleFlag22:1,invisibleFlag23:1,invisibleFlag24:1,invisibleFlag25:1,invisibleFlag26:1,invisibleFlag27:1,invisibleFlag28:1,invisibleFlag29:1,invisibleFlag30:1,invisibleFlag31:1,invisibleFlag32:1,invisibleFlag33:1,invisibleFlag34:1,invisibleFlag35:1,invisibleFlag36:1,invisibleFlag37:1,invisibleFlag38:1,invisibleFlag39:1,invisibleFlag40:1,invisibleFlag41:1,invisibleFlag42:1,invisibleFlag43:1,invisibleFlag44:1,invisibleFlag45:1,invisibleFlag46:1,invisibleFlag47:1,disableMultiDropShare:1,simpleModelForDlc:1,isGuestDrop:1,shotDamageCutRate,slashDamageCutRate,blowDamageCutRate,thrustDamageCutRate,magicDamageCutRate,fireDamageCutRate,thunderDamageCutRate,resistTherianthrope,invisibleFlag48:1,invisibleFlag49:1,invisibleFlag50:1,invisibleFlag51:1,invisibleFlag52:1,invisibleFlag53:1,invisibleFlag54:1,invisibleFlag55:1,invisibleFlag56:1,invisibleFlag57:1,invisibleFlag58:1,invisibleFlag59:1,invisibleFlag60:1,invisibleFlag61:1,invisibleFlag62:1,repositoryCategory,trophySeqId
22000,"不死の巡礼者_腕",80020,602000,-1,-1,-1,750,200,900,1.5,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,1400,2010,2014,0,0,1,0,0,0,0,0,0,0,0,0,0,24,1,20,22,0,-1,-1,1,0,1,3,2,58,59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.949999988079071,0.949999988079071,0.9399999976158142,0.9399999976158142,0.9599999785423279,0.9599999785423279,0.9599999785423279,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1
23000,"不死の巡礼者_脚",80030,983000,-1,-1,-1,750,200,900,2.0,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,1400,2011,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,26,1,21,24,0,-1,-1,1,0,6,3,3,58,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9599999785423279,0.9599999785423279,0.9599999785423279,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1
30000,"上位墓守_頭",200000,610000,-1,-1,-1,750,200,2800,1.2000000476837158,-1,6300,-1,-1,1.399999976158142,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,1500,2016,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,16,32,0,-1,-1,1,0,5,3,0,58,59,0,60,60,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.949999988079071,0.949999988079071,0.9599999785423279,0.949999988079071,13,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,3,-1
31000,"上位墓守_胴",200010,611000,-1,-1,-1,750,200,5600,4.699999809265137,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,1500,2017,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,50,1,49,49,0,-1,-1,1,0,2,3,1,58,59,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9100000262260437,0.8999999761581421,0.9200000166893005,0.8899999856948853,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1
32000,"上位墓守_腕",200020,982000,-1,-1,-1,750,200,2800,2.799999952316284,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,1500,2018,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,27,1,26,26,0,-1,-1,1,0,1,3,2,58,59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949999988079071,0.9599999785423279,0.949999988079071,0.949999988079071,0.9399999976158142,0.949999988079071,0.9399999976158142,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1
33000,"上位墓守_脚",200030,743000,-1,-1,-1,750,200,2800,2.799999952316284,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,1500,2019,2023,0,0,1,0,0,0,0,0,0,0,0,0,0,29,1,28,28,0,-1,-1,1,0,6,3,3,58,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.949999988079071,0.949999988079071,0.949999988079071,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9399999976158142,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,-1
40000,"滅びの炎の眷属_頭",190000,620000,-1,-1,-1,750,200,7500,1.2000000476837158,-1,6300,-1,-1,1.399999976158142,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,1600,2024,2028,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,9,14,0,-1,-1,1,0,5,3,0,58,59,0,60,60,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9800000190734863,0.9399999976158142,0.9700000286102295,0.9599999785423279,0.9800000190734863,0.9399999976158142,0.9399999976158142,8,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,3,-1
41000,"滅びの炎の眷属_胴",190010,621000,-1,-1,-1,750,200,15000,4.699999809265137,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,1600,2025,2029,0,0,1,0,0,0,0,0,0,0,0,0,0,33,1,29,41,0,-1,-1,1,0,2,3,1,58,59,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.9599999785423279,0.8899999856948853,0.9200000166893005,0.8999999761581421,0.9599999785423279,0.8600000143051147,0.8600000143051147,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,-1
42000,"滅びの炎の眷属_腕",190020,952000,-1,-1,-1,750,200,7500,2.799999952316284,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,1600,2026,2030,0,0,1,0,0,0,0,0,0,0,0,0,0,17,1,15,22,0,-1,-1,1,0,1,3,2,58,59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9700000286102295,0.9399999976158142,0.9700000286102295,0.949999988079071,0.9599999785423279,0.9300000071525574,0.9300000071525574,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1
43000,"滅びの炎の眷属_脚",190030,623000,-1,-1,-1,750,200,7500,2.799999952316284,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,1600,2027,2031,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,17,24,0,-1,-1,1,0,6,3,3,58,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.949999988079071,0.9399999976158142,0.9599999785423279,0.949999988079071,0.9599999785423279,0.9200000166893005,0.9300000071525574,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,-1
50000,"上級ハンター_頭",150000,950000,-1,-1,-1,750,200,700,1.2000000476837158,-1,6300,-1,-1,1.399999976158142,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2000,2032,2036,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,14,15,0,-1,-1,1,0,5,3,0,58,59,0,60,60,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9599999785423279,0.949999988079071,0.949999988079071,0.9599999785423279,0.9800000190734863,0.9700000286102295,0.9399999976158142,20,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,-1
51000,"上級ハンター_胴",150010,961000,-1,-1,-1,750,200,2100,5.0,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2000,2033,2037,0,0,1,0,0,0,0,0,0,0,0,0,0,21,1,41,45,0,-1,-1,1,0,2,3,1,58,59,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.9200000166893005,0.8999999761581421,0.8999999761581421,0.9200000166893005,0.9300000071525574,0.8999999761581421,0.8500000238418579,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
52000,"上級ハンター_腕",150020,952000,-1,-1,-1,750,200,700,1.7999999523162842,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2000,2034,2038,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,22,23,0,-1,-1,1,0,1,3,2,58,59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9599999785423279,0.949999988079071,0.9599999785423279,0.949999988079071,0.949999988079071,0.9399999976158142,0.9300000071525574,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
53000,"上級ハンター_脚",150030,983000,-1,-1,-1,750,200,700,1.7999999523162842,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2000,2035,2039,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,24,25,0,-1,-1,1,0,6,3,3,58,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.949999988079071,0.949999988079071,0.9399999976158142,0.9399999976158142,0.949999988079071,0.9399999976158142,0.9200000166893005,34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
60000,"下級ハンター_頭",30000,950000,-1,-1,-1,750,200,250,1.0,-1,6300,-1,-1,1.399999976158142,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2100,2040,2044,0,0,1,0,0,0,0,0,0,0,0,0,0,16,1,13,14,0,-1,-1,1,0,5,3,0,58,59,0,60,60,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9599999785423279,0.949999988079071,0.9599999785423279,0.9599999785423279,0.949999988079071,0.949999988079071,0.949999988079071,16,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,-1
61000,"下級ハンター_胴",30010,951000,-1,-1,-1,750,200,500,5.199999809265137,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2100,2041,2045,0,0,1,0,0,0,0,0,0,0,0,0,0,48,1,40,41,0,-1,-1,1,0,2,3,1,58,59,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.9100000262260437,0.8899999856948853,0.9200000166893005,0.9100000262260437,0.9200000166893005,0.8999999761581421,0.9100000262260437,48,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
62000,"下級ハンター_腕",30020,952000,-1,-1,-1,750,200,250,2.0999999046325684,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2100,2042,2046,0,0,1,0,0,0,0,0,0,0,0,0,0,25,1,22,22,0,-1,-1,1,0,1,3,2,58,59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9599999785423279,0.9599999785423279,0.949999988079071,0.9399999976158142,0.949999988079071,0.9399999976158142,0.949999988079071,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
63000,"下級ハンター_脚",30030,983000,-1,-1,-1,750,200,250,2.0999999046325684,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2100,2043,2047,0,0,1,0,0,0,0,0,0,0,0,0,0,27,1,23,24,0,-1,-1,1,0,6,3,3,58,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.949999988079071,0.949999988079071,0.9399999976158142,0.9399999976158142,0.949999988079071,0.9399999976158142,0.9399999976158142,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
70000,"都市ハンター_頭",10000,950000,-1,-1,-1,750,200,240,1.2000000476837158,-1,6300,-1,-1,1.399999976158142,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0499999523162842,1.0499999523162842,1.0,1.0,1.0499999523162842,1.0499999523162842,-1,2200,2048,2052,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,11,14,0,-1,-1,1,0,5,3,0,58,59,0,60,60,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.949999988079071,0.949999988079071,0.949999988079071,0.9599999785423279,0.9800000190734863,0.949999988079071,0.9700000286102295,16,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,-1
71000,"都市ハンター_胴",10010,961000,-1,-1,-1,750,200,480,4.699999809265137,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2200,2049,2053,0,0,1,0,0,0,0,0,0,0,0,0,0,17,1,33,48,0,-1,-1,1,0,2,3,1,58,59,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.8899999856948853,0.8899999856948853,0.8899999856948853,0.9200000166893005,0.9599999785423279,0.8899999856948853,0.9300000071525574,44,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
72000,"都市ハンター_腕",10020,952000,-1,-1,-1,750,200,240,2.799999952316284,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2200,2050,2054,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,17,27,0,-1,-1,1,0,1,3,2,58,59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.949999988079071,0.949999988079071,0.949999988079071,0.949999988079071,0.9599999785423279,0.9399999976158142,0.949999988079071,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
73000,"都市ハンター_脚",10030,983000,-1,-1,-1,750,200,240,2.799999952316284,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,2200,2051,2055,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,19,30,0,-1,-1,1,0,6,3,3,58,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.949999988079071,0.949999988079071,0.9399999976158142,0.949999988079071,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1
80000,"ヴァンパイア_頭",120000,630000,-1,-1,-1,750,200,12600,0.800000011920929,-1,6300,-1,-1,1.399999976158142,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,3000,2056,2060,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,14,13,0,-1,-1,1,0,5,3,0,58,59,0,60,60,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9399999976158142,0.9700000286102295,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9700000286102295,0.949999988079071,12,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,2,-1
81000,"ヴァンパイア_胴",120010,631000,-1,-1,-1,750,200,25200,3.5,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,3000,2057,2061,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,43,40,0,-1,-1,1,0,2,3,1,58,59,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.8600000143051147,0.9100000262260437,0.9300000071525574,0.9200000166893005,0.9599999785423279,0.949999988079071,0.9200000166893005,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
82000,"ヴァンパイア_腕",120020,982000,-1,-1,-1,750,200,10500,1.899999976158142,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,3000,2058,2062,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,22,21,0,-1,-1,1,0,1,3,2,58,59,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.9300000071525574,0.9599999785423279,0.949999988079071,0.949999988079071,0.9599999785423279,0.9599999785423279,0.949999988079071,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
83000,"ヴァンパイア_脚",120030,633000,-1,-1,-1,750,200,10500,1.899999976158142,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,3000,2059,2063,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,24,23,0,-1,-1,1,0,6,3,3,58,59,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.9300000071525574,0.949999988079071,0.949999988079071,0.9399999976158142,0.949999988079071,0.949999988079071,0.949999988079071,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,-1
90000,"ヴァンパイア王女_頭",-1,650000,-1,-1,-1,750,200,-1,1.2000000476837158,-1,6300,-1,-1,1.399999976158142,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,3100,2064,2066,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,-1,-1,1,0,5,3,0,59,59,0,60,60,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9700000286102295,0.9700000286102295,0.9700000286102295,0.9700000286102295,0.9700000286102295,0.9700000286102295,0.9700000286102295,7,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,2,-1
91000,"ヴァンパイア王女_胴",-1,641000,-1,-1,-1,750,200,-1,4.699999809265137,-1,6300,-1,-1,1.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-1,3100,2065,2067,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,23,23,0,-1,-1,1,0,2,3,1,59,59,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0.9399999976158142,0.9300000071525574,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.9300000071525574,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1
