ID,Description,atkId_Bullet,sfxId_Bullet,sfxId_Hit,sfxId_Flick,life,dist,shootInterval,gravityInRange,gravityOutRange,hormingStopRange,initVellocity,accelInRange,accelOutRange,maxVellocity,minVellocity,accelTime,homingBeginDist,hitRadius,hitRadiusMax,spreadTime,expDelay,hormingOffsetRange,dmgHitRecordLifeTime,externalForce,spEffectIDForShooter,autoSearchNPCThinkID,HitBulletID,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,numShoot,homingAngle,shootAngle,shootAngleInterval,shootAngleXInterval,damageDamp,spelDamageDamp,fireDamageDamp,thunderDamageDamp,staminaDamp,knockbackDamp,shootAngleXZ,lockShootLimitAng,isPenetrate,prevVelocityDirRate,atkAttribute,spAttribute,Material_AttackType,Material_AttackMaterial,Material_Size,launchConditionType,FollowType:3,EmittePosType:3,isAttackSFX:1,isEndlessHit:1,isPenetrateMap:1,isHitBothTeam:1,isUseSharedHitList:1,isUseMultiDmyPolyIfPlace:1,attachEffectType:2,isHitForceMagic:1,isIgnoreSfxIfHitWater:1,isIgnoreMoveStateIfHitWater:1,isHitDarkForceMagic:1,isInheritEffectToChild:1,isInheritSpeedToChild:1
27103,"c2710_クリスタルガード_地面を叩く（派生３）",27100,-1,12714,-1,0.5,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.10000000149011612,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,27104,5295,0,0,0,0,2,0,0,45,0,0,0,0,0,0,0,-45,0,1,0,4,8,0,6,0,255,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
27104,"c2710_クリスタルガード_地面を叩く（派生４）",27100,-1,12714,-1,0.5,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.10000000149011612,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,5295,0,0,0,0,2,0,0,45,0,0,0,0,0,0,0,-45,0,1,0,4,8,0,6,0,255,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
27105,"c2710_クリスタルガード_地面を叩く（派生５）",27100,-1,12714,-1,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.8999999761581421,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,27106,5295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-60,0,1,0,4,8,0,6,0,255,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
27106,"c2710_クリスタルガード_地面を叩く（派生６）",27100,-1,12714,-1,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.8999999761581421,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,27107,5295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-60,0,1,0,4,8,0,6,0,255,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
27107,"c2710_クリスタルガード_地面を叩く（派生７）",27100,-1,12714,-1,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.8999999761581421,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,5295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-60,0,1,0,4,8,0,6,0,255,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
27110,"c2711_クリスタルガード（琥珀）_地面を叩く",0,-1,-1,-1,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.10000000149011612,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,27111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,4,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27111,"c2711_クリスタルガード（琥珀）_地面を叩く【子】",27110,-1,12711,-1,0.5,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.30000001192092896,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,27112,0,0,0,0,0,12,0,0,30,0,0,0,0,0,0,0,-30,0,1,0,4,8,0,6,0,255,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
27112,"c2711_クリスタルガード（琥珀）_地面を叩く【孫】",27110,-1,12711,-1,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,27113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-30,0,1,0,4,8,0,6,0,255,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
27113,"c2711_クリスタルガード（琥珀）_地面を叩く【曾孫】",27110,-1,12711,-1,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.699999988079071,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,27114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-30,0,1,0,4,8,0,6,0,255,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
27114,"c2711_クリスタルガード（琥珀）_地面を叩く【玄孫】",27110,-1,12711,-1,0.10000000149011612,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,0.0,0.0,0.8999999761581421,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-10,0,1,0,4,8,0,6,0,255,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
27300,"c2730_ヒロイン_ブレス（足元）",27300,12730,-1,-1,3.9000000953674316,7.0,0.20999999344348907,0.0,300.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.5,1.25,3.0,0.0,0.0,1.600000023841858,0.0,0,0,-1,0,0,0,0,0,3,0,-15,20,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27301,"c2730_ヒロイン_ブレス（少し首振り）",27300,12730,-1,-1,3.9000000953674316,7.0,0.15000000596046448,0.0,300.0,0.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.5,1.2000000476837158,2.5,0.0,0.0,1.600000023841858,0.0,0,0,-1,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,1,0,4,1,0,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28000,"c2800_不死人（結晶）_弓射撃",28000,5001,5002,5003,30.0,40.0,0.0,0.5,9.0,0.0,10.0,2.0,-2.0,50.0,0.0,0.0,0.0,0.019999999552965164,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,45,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
28110,"c2811_岩を投げる",28110,12810,12811,-1,30.0,5.0,0.0,0.0,10.0,5.0,18.0,6.0,6.0,23.0,10.0,0.0,35.0,0.8999999761581421,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,7,45,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28300,"c2830_不死人ファランクス_槍投げ",28300,12830,12831,12832,5.0,30.0,0.0,0.5,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.20000000298023224,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28400,"c2840_不死人（鬱血）_血の毒霧を吐く",28400,12840,12841,-1,2.799999952316284,0.0,0.5,0.0,0.0,0.0,0.20000000298023224,0.0,0.0,1.0,0.0,0.0,0.0,0.6000000238418579,-1.0,0.0,0.0,0.0,1.2999999523162842,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,4,4,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28401,"×　c2840_不死人（鬱血）_死亡時毒血大量噴出",28401,12840,12841,-1,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,-1.0,0.0,0.0,0.0,1.2999999523162842,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,4,4,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28402,"c2840_不死人（鬱血）_呪術１",28402,12842,12843,-1,2.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.009999999776482582,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28403,"c2840_不死人（鬱血）_呪術２",28403,12844,12843,-1,5.0,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,10.0,10.0,0.0,0.20000000298023224,0.009999999776482582,-1.0,0.4000000059604645,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,30,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28600,"c2860_巨人奴隷_投擲１",0,12860,12861,-1,30.0,7.0,0.0,15.0,20.0,5.0,25.0,-23.0,6.0,50.0,10.0,0.0,35.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,28608,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,65,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28601,"c2860_巨人奴隷_投擲２",0,12860,12861,-1,30.0,0.0,0.0,0.0,10.0,10.0,25.0,10.0,10.0,100.0,10.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,28608,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,45,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28602,"c2860_巨人奴隷_投擲３",0,12860,12861,-1,30.0,0.0,0.0,0.0,10.0,5.0,25.0,-5.0,5.0,50.0,10.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,28608,0,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,0,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28607,"×　c2860_巨人奴隷_火炎壷の【真ん中用】",0,-1,-1,-1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.009999999776482582,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,28608,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,-90,45,0,0,4,2,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
28608,"c2860_巨人奴隷_火炎壷の【繋ぎ】",28600,12862,-1,-1,0.18000000715255737,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0,0.009999999776482582,-1.0,0.0,0.0,0.0,2.0,0.0,0,0,28609,0,0,0,0,0,6,5,0,60,0,0,0,0,0,0,0,-15,45,1,0,4,2,0,6,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
28609,"c2860_巨人奴隷_火炎壷の【着弾】",28600,12863,-1,-1,5.199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,3.049999952316284,0.5,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,45,1,0,4,2,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28610,"c2860_巨人奴隷_イベント投擲１",0,12860,12861,-1,30.0,7.0,0.0,15.0,20.0,5.0,25.0,-23.0,6.0,50.0,10.0,0.0,35.0,0.25,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,28608,0,0,0,0,0,1,30,190,0,0,0,0,0,0,0,0,0,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28611,"c2860_巨人奴隷_イベント投擲２",0,12860,12861,-1,30.0,7.0,0.0,15.0,20.0,5.0,25.0,-23.0,6.0,50.0,10.0,0.0,35.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,28608,0,0,0,0,0,1,30,170,0,0,0,0,0,0,0,0,10,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28612,"c2860_巨人奴隷_イベント投擲３",0,12860,12861,-1,30.0,7.0,0.0,15.0,20.0,5.0,25.0,-23.0,6.0,50.0,10.0,0.0,35.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,28608,0,0,0,0,0,1,30,150,0,0,0,0,0,0,0,0,-12,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28613,"c2860_巨人奴隷_イベント投擲４",0,12860,12861,-1,30.0,7.0,0.0,15.0,20.0,5.0,25.0,-23.0,6.0,50.0,10.0,0.0,35.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,28608,0,0,0,0,0,1,30,215,0,0,0,0,0,0,0,0,-5,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28614,"c2860_巨人奴隷_イベント投擲５",0,12860,12861,-1,30.0,7.0,0.0,15.0,20.0,5.0,25.0,-23.0,6.0,50.0,10.0,0.0,35.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,28608,0,0,0,0,0,1,30,165,0,0,0,0,0,0,0,0,-37,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28615,"c2860_巨人奴隷_イベント投擲６",0,12860,-1,-1,30.0,7.0,0.0,20.0,25.0,5.0,29.0,-23.0,6.0,50.0,10.0,0.0,35.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,28608,0,0,0,0,0,1,30,277,0,0,0,0,0,0,0,0,50,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28700,"c2870_巨人衛兵（上位版）_奇跡・神の怒り",28700,12875,20276,-1,0.30000001192092896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,4,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29000,"c2900_スケルトン_弓矢",29000,5001,5002,5003,30.0,40.0,0.0,0.5,9.0,0.0,10.0,2.0,-2.0,50.0,0.0,0.0,0.0,0.019999999552965164,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,45,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
29010,"c2901_スケルトン（大）_大弓矢",29010,12910,12911,5003,30.0,40.0,0.0,0.5,9.0,0.0,10.0,2.0,-2.0,50.0,0.0,0.0,0.0,0.019999999552965164,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,45,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
30900,"c3090_大蚊_毒血噴出",30900,13090,-1,-1,3.0,7.0,0.0,7.0,40.0,0.0,0.5,0.0,0.0,5.0,5.0,0.0,0.0,0.20000000298023224,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,5250,0,0,0,0,3,0,-6,6,0,0,0,0,0,0,0,45,45,1,0,4,4,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32000,"c3200_うごめく腐肉_ポタポタ落ちる雫",0,611500,611501,-1,2.0,0.5,0.0,0.0,100.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32200,"c3220_寄生虫_液体を出す",32200,13090,-1,-1,3.0,7.0,0.0,7.0,40.0,0.0,0.5,0.0,0.0,5.0,5.0,0.0,0.0,0.20000000298023224,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,3,0,-6,6,0,0,0,0,0,0,0,45,45,1,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32300,"c3230_カゲロウ龍_魔法の槍",32300,13235,13237,-1,5.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.44999998807907104,-1.0,0.0,0.0,2.0,0.0,0.0,0,0,-1,0,0,0,0,0,3,20,-20,20,0,0,0,0,0,0,0,0,90,1,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32301,"c3230_カゲロウ龍_魔法の槍（演出用）",32300,13235,13237,-1,5.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.019999999552965164,-1.0,0.0,0.0,2.0,0.0,0.0,0,0,-1,0,0,0,0,0,3,5,-20,20,0,0,0,0,0,0,0,20,90,1,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32302,"c3230_カゲロウ龍_魔法の槍（演出用２）",32300,13235,13237,-1,5.0,100.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0,0.019999999552965164,-1.0,0.0,0.0,2.0,0.0,0.0,0,0,-1,0,0,0,0,0,3,5,-20,20,0,0,0,0,0,0,0,40,90,1,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32310,"c3230_カゲロウ龍_魔法の槍（大）",32310,13236,13237,-1,5.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.10000000149011612,-1.0,0.0,0.0,0.5,0.0,0.0,0,0,-1,0,0,0,0,0,3,60,-20,20,0,0,0,0,0,0,0,10,90,1,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32320,"c3230_カゲロウ龍_魔法の槍（特大）",0,13238,-1,-1,5.0,100.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,0.019999999552965164,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,32321,0,0,0,0,0,1,5,0,0,-10,0,0,0,0,0,0,0,90,1,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32321,"c3230_カゲロウ龍_魔法の槍（特大）【着弾】",32320,13239,-1,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,6.0,0.5,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,4,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32330,"c3230_カゲロウ龍_範囲爆発",32330,13229,-1,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612,6.0,0.5,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90,1,0,4,3,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32400,"c3240_イザリス_消化液",32400,13240,-1,-1,0.699999988079071,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-2.0,15.0,0.0,0.0,0.0,0.30000001192092896,1.5,0.0,0.0,0.0,0.0,0.0,0,0,-1,5234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-15,45,1,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32401,"c3240_イザリス_消化液（遠距離）",32400,13240,-1,-1,0.699999988079071,0.0,0.0,0.0,0.0,0.0,8.0,0.0,-2.0,15.0,0.0,0.0,0.0,0.30000001192092896,1.5,0.0,0.0,0.0,0.0,0.0,0,0,-1,5234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-15,45,1,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32700,"c3270_バジリスク_石化ブレス",32700,13270,-1,-1,0.6700000166893005,0.0,0.20000000298023224,0.0,0.0,0.0,4.0,2.0,2.0,10.0,0.0,0.0,0.0,0.30000001192092896,0.699999988079071,0.6499999761581421,0.0,0.0,0.30000001192092896,0.0,0,0,-1,5220,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,15,45,1,0,4,1,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32701,"c3270_バジリスク_ジャンプ＆ブレス",32701,13271,-1,-1,1.5,0.0,0.0,0.0,0.0,0.0,7.0,2.0,2.0,15.0,0.0,0.0,0.0,0.30000001192092896,0.30000001192092896,0.800000011920929,0.0,0.0,0.0,0.0,0,0,32702,5221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-15,45,0,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32702,"c3270_バジリスク_ジャンプ＆ブレス着弾　SFX用",32702,13272,-1,-1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.799999952316284,0.800000011920929,0.0,0.0,0.0,0.0,0,0,32703,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,4,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32703,"c3270_バジリスク_ジャンプ＆ブレス着弾　ﾀﾞﾒｰｼﾞ用",32702,-1,-1,-1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.799999952316284,2.799999952316284,0.800000011920929,0.0,0.0,1.0,0.0,0,0,-1,5222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,4,1,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
33200,"c3320_三人羽織り_魔方陣Ａ",33200,13322,13325,-1,5.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.4000000059604645,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33201,"c3320_三人羽織り_魔方陣Ａ（逆さ）",33201,13323,13326,-1,5.0,40.0,0.0,-3.0,-3.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.5,0.6000000238418579,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33202,"c3320_三人羽織り_後ステップ＆魔方陣Ａ",33202,13322,13325,-1,5.0,40.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.4000000059604645,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33203,"c3320_三人羽織り_後ステップ＆魔方陣Ａ（逆さ）",33203,13323,13326,-1,5.0,40.0,0.0,-3.0,-3.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.5,0.6000000238418579,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,45,1,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33300,"c3330_ビシャーチャ_墨を吐く",33300,13330,13331,-1,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,-2.0,15.0,0.0,0.0,0.0,0.30000001192092896,1.5,0.0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-15,45,1,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33410,"c3341_公使の炎犬_炎を吐く",33410,13340,-1,-1,0.8999999761581421,1.0,0.07999999821186066,0.0,-3.0,0.0,3.5,-2.0,-4.0,5.0,1.0,0.0,0.0,0.10000000149011612,0.800000011920929,1.0,0.0,0.0,1.5,0.0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-30,45,1,0,4,2,0,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33800,"c3380_大ヒル_粘液",33800,13380,-1,-1,1.100000023841858,6.0,0.0,2.0,4.0,0.0,2.200000047683716,0.5,0.0,3.0999999046325684,5.0,0.0,0.0,0.20000000298023224,-1.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,5250,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,45,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33900,"c3390_穴掘りウジ虫_近距離に液を吐く",33900,13390,13391,-1,2.0,6.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.30000001192092896,0.699999988079071,0.5,0.0,0.0,0.0,0.0,0,0,-1,5234,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,10,20,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33901,"c3390_穴掘りウジ虫_遠距離に液を吐く",33901,13390,13391,-1,2.0,6.0,0.0,5.0,5.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.30000001192092896,0.699999988079071,0.5,0.0,0.0,0.0,0.0,0,0,-1,5234,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,25,20,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33902,"c3390_穴掘りウジ虫_根元に液を吐く（地面）",33902,13390,13391,-1,2.0,6.0,0.0,5.0,5.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.20000000298023224,1.0,0.30000001192092896,0.0,0.0,0.0,0.0,0,0,-1,5234,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,20,45,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33903,"c3390_穴掘りウジ虫_遠くに液を吐く（地面）",33903,13390,13391,-1,2.0,6.0,0.0,5.0,5.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.30000001192092896,0.699999988079071,0.5,0.0,0.0,0.0,0.0,0,0,-1,5234,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,25,45,1,0,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
