ID,Description,behaviorVariationId,aiThinkId,nameId,turnVellocity,hitHeight,hitRadius,weight,hitYOffset,hp,mp,getSoul,itemLotId_1,itemLotId_2,itemLotId_3,itemLotId_4,itemLotId_5,itemLotId_6,humanityLotId,spEffectID0,spEffectID1,spEffectID2,spEffectID3,spEffectID4,spEffectID5,spEffectID6,spEffectID7,GameClearSpEffectID,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,animIdOffset,moveAnimId,spMoveAnimId1,spMoveAnimId2,networkWarpDist,dbgBehaviorR1,dbgBehaviorL1,dbgBehaviorR2,dbgBehaviorL2,dbgBehaviorRL,dbgBehaviorRR,dbgBehaviorRD,dbgBehaviorRU,dbgBehaviorLL,dbgBehaviorLR,dbgBehaviorLD,dbgBehaviorLU,animIdOffset2,partsDamageRate1,partsDamageRate2,partsDamageRate3,partsDamageRate4,partsDamageRate5,partsDamageRate6,partsDamageRate7,partsDamageRate8,weakPartsDamageRate,superArmorRecoverCorrection,superArmorBrakeKnockbackDist,stamina,staminaRecoverBaseVel,def_phys,def_slash,def_blow,def_thrust,def_mag,def_fire,def_thunder,defFlickPower,resist_poison,resist_desease,resist_blood,resist_curse,ghostModelId,normalChangeResouceId,guardAngle,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,superArmorDurability,normalChangeTexChrId,dropType,knockbackRate,knockbackParamId,fallDamageDump,staminaGuardDef,pcAttrB,pcAttrW,pcAttrL,pcAttrR,areaAttrB,areaAttrW,areaAttrL,areaAttrR,mpRecoverBaseVel,flickDamageCutRate,defaultLodParamId,drawType,npcType,teamType,moveType,lockDist,material,materialSfx,material_Weak,materialSfx_Weak,partsDamageType,maxUndurationAng,guardLevel,burnSfxType,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,parryAttack,parryDefence,sfxSize,pushOutCamRegionRadius,hitStopType,ladderEndChkOffsetTop,ladderEndChkOffsetLow,useRagdollCamHit:1,disableClothRigidHit:1,useRagdoll:1,isDemon:1,isGhost:1,isNoDamageMotion:1,isUnduration:1,isChangeWanderGhost:1,modelDispMask0:1,modelDispMask1:1,modelDispMask2:1,modelDispMask3:1,modelDispMask4:1,modelDispMask5:1,modelDispMask6:1,modelDispMask7:1,modelDispMask8:1,modelDispMask9:1,modelDispMask10:1,modelDispMask11:1,modelDispMask12:1,modelDispMask13:1,modelDispMask14:1,modelDispMask15:1,isEnableNeckTurn:1,disableRespawn:1,isMoveAnimWait:1,isCrowd:1,isWeakSaint:1,isWeakA:1,isWeakB:1,isEnableDropSoulCapture:1,vowType:3,disableInitializeDead:1,isSoulGetByBoss:1,isMultilingual:1,modelDispMask16:1,modelDispMask17:1,modelDispMask18:1,modelDispMask19:1,modelDispMask20:1,modelDispMask21:1,modelDispMask22:1,modelDispMask23:1,modelDispMask24:1,modelDispMask25:1,modelDispMask26:1,modelDispMask27:1,modelDispMask28:1,modelDispMask29:1,modelDispMask30:1,modelDispMask31:1,itemSearchRadius,normalChangeModelId,clothUpdateOffset,subHitOffset,subHitHeight,subHitRadius,paintRenderTargetSize,normalChangeAnimChrId,regainRate_PhysNeutral,regainRate_PhysSlash,regainRate_PhysBlow,regainRate_PhysThrust,regainRate_Magic,regainRate_Fire,regainRate_Thunder,maxAnkleAngle
10301602,"生成用　ダンジョン人（奴隷）　裸　剣　ダンジョン　嵐属性",30100,301000,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,19,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,5709,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301607,"生成用　ダンジョン人（奴隷）　裸　剣　ダンジョン　戦士",30100,301000,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,0,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,-1,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301609,"生成用　ダンジョン人（奴隷）　裸　剣　ダンジョン　儀式",30100,301000,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,0,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,5730,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301622,"生成用　ダンジョン人（奴隷）（裸・剣_素手投擲）　嵐属性",30100,301001,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,19,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,5709,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301627,"生成用　ダンジョン人（奴隷）（裸・剣_素手投擲）　戦士",30100,301001,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,0,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,-1,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301629,"生成用　ダンジョン人（奴隷）（裸・剣_素手投擲）　儀式",30100,301001,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,0,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,5730,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301642,"生成用　ダンジョン人（奴隷）（裸・鉈のみ）　嵐属性",30100,301010,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,19,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,5709,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301647,"生成用　ダンジョン人（奴隷）　裸　鉈　戦士　ダンジョン",30100,301010,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,0,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,-1,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301649,"生成用　ダンジョン人（奴隷）　裸　鉈　儀式　ダンジョン",30100,301010,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,0,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,5732,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301662,"生成用　ダンジョン人（奴隷）（裸・鉈_素手投擲）　嵐属性",30100,301011,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,19,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,5709,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301667,"生成用　ダンジョン人（奴隷）　裸　鉈　投擲　戦士　ダンジョン",30100,301011,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,0,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,-1,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301669,"生成用　ダンジョン人（奴隷）　裸　鉈　投擲　儀式　ダンジョン",30100,301011,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,90,0,0,-1,-1,-1,-1,-1,-1,-1,5800,5902,-1,-1,5732,80001,-1,5400,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,64,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301682,"生成用　ダンジョン人（奴隷）（白服・ランタン_剣）　嵐属性",30100,301020,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,120,0,19,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,5709,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,86,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301687,"生成用　ダンジョン人（奴隷）（白服・ランタン_剣）　戦士",30100,301020,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,120,0,0,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,-1,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,86,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301689,"生成用　ダンジョン人（奴隷）（白服・ランタン_剣）　儀式",30100,301020,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,120,0,0,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,5730,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,86,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301702,"生成用　ダンジョン人（奴隷）（白服・ランタン_鉈）　嵐属性",30100,301030,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,120,0,19,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,5709,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,86,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301707,"生成用　ダンジョン人（奴隷）　白服　鉈　ランタン　戦士　ダンジョン",30100,301030,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,120,0,0,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,-1,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,86,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301709,"生成用　ダンジョン人（奴隷）　白服　鉈　ランタン　儀式　ダンジョン",30100,301030,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,120,0,0,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,5732,80001,-1,5401,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,86,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301722,"生成用　ダンジョン人（奴隷）（黒服・斧_斧)　嵐属性",30100,301040,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,140,0,19,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,5709,80001,-1,5402,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,88,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301727,"生成用　ダンジョン人（奴隷）　黒服　双斧　戦士　ダンジョン",30100,301040,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,140,0,0,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,-1,80001,-1,5402,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,88,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301729,"生成用　ダンジョン人（奴隷）　黒服　双斧　儀式　ダンジョン",30100,301040,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,140,0,0,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,5733,80001,-1,5402,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,88,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301742,"生成用　ダンジョン人（奴隷）（黒服・ポールウェポン)　嵐属性",30100,301050,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,140,0,19,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,5709,80001,-1,5403,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,88,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
10301747,"生成用　ダンジョン人（奴隷）　黒服　ポールウェポン　戦士　ダンジョン",30100,301050,301000,180.0,1.7999999523162842,0.20000000298023224,100,0.0,140,0,0,-1,-1,-1,-1,-1,-1,-1,5800,-1,-1,-1,-1,80001,-1,5403,-1,0.0,0.0,0.0,0.0,0,100,102,120,16.0,3005,3002,3006,3003,3004,3007,3008,3009,702,703,701,700,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2999999523162842,0.0,0.0,100,40,88,0,0,0,46,58,60,0,120,250,180,999,-1,-1,0,0,0,0,0,-1,0,0,0,75,0,0,0,0,0,0,0,0,0,10,0,11,0,0,23,3,0,59,59,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,0,0.0,0.0,0.0,256,-1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
