ID,Description,facePartsId,skinColor_R ,skinColor_G ,skinColor_B ,hairPartsId,hairColor_R ,hairColor_G ,hairColor_B ,eyeLPartsId,eyeLColor_R,eyeLColor_G,eyeLColor_B,eyeRPartsId,eyeRColor_R,eyeRColor_G,eyeRColor_B,eyebrowPartsId,eyebrowColor_R ,eyebrowColor_G ,eyebrowColor_B ,eyelashPartsId,eyelashColor_R ,eyelashColor_G ,eyelashColor_B ,beardPartsId,beardColor_R ,beardColor_G ,beardColor_B ,accessoriesPartsId,accessoriesColor_R ,accessoriesColor_G ,accessoriesColor_B ,decalPartsId,decalColor_R ,decalColor_G ,decalColor_B ,decalPosX,decalPosY,decalAngle,decalScale,chrBodyScaleHead,chrBodyScaleBreast,chrBodyScaleAbdomen,chrBodyScaleArm,chrBodyScaleLeg,age,gender,caricatureGeometry,caricatureTexture,faceGeoData00,faceGeoData01,faceGeoData02,faceGeoData03,faceGeoData04,faceGeoData05,faceGeoData06,faceGeoData07,faceGeoData08,faceGeoData09,faceGeoData10,faceGeoData11,faceGeoData12,faceGeoData13,faceGeoData14,faceGeoData15,faceGeoData16,faceGeoData17,faceGeoData18,faceGeoData19,faceGeoData20,faceGeoData21,faceGeoData22,faceGeoData23,faceGeoData24,faceGeoData25,faceGeoData26,faceGeoData27,faceGeoData28,faceGeoData29,faceGeoData30,faceGeoData31,faceGeoData32,faceGeoData33,faceGeoData34,faceGeoData35,faceGeoData36,faceGeoData37,faceGeoData38,faceGeoData39,faceGeoData40,faceGeoData41,faceGeoData42,faceGeoData43,faceGeoData44,faceGeoData45,faceGeoData46,faceGeoData47,faceGeoData48,faceGeoData49,faceGeoData50,faceGeoData51,faceGeoData52,faceGeoData53,faceGeoData54,faceGeoData55,faceGeoData56,faceGeoData57,faceGeoData58,faceGeoData59,faceGeoData60,faceTexData00,faceTexData01,faceTexData02,faceTexData03,faceTexData04,faceTexData05,faceTexData06,faceTexData07,faceTexData08,faceTexData09,faceTexData10,faceTexData11,faceTexData12,faceTexData13,faceTexData14,faceTexData15,faceTexData16,faceTexData17,faceTexData18,faceTexData19,faceTexData20,faceTexData21,faceTexData22,faceTexData23,faceTexData24,faceTexData25,faceTexData26,faceTexData27,faceTexData28,faceTexData29,faceTexData30,faceTexData31,faceTexData32,faceTexData33,faceTexData34,faceTexData35,faceGeoAsymData00,faceGeoAsymData01,faceGeoAsymData02,faceGeoAsymData03,faceGeoAsymData04,faceGeoAsymData05,faceGeoAsymData06,faceGeoAsymData07,faceGeoAsymData08,faceGeoAsymData09,faceGeoAsymData10,faceGeoAsymData11,faceGeoAsymData12,faceGeoAsymData13,faceGeoAsymData14,faceGeoAsymData15,faceGeoAsymData16,faceGeoAsymData17,faceGeoAsymData18,faceGeoAsymData19,faceGeoAsymData20,faceGeoAsymData21,faceGeoAsymData22,faceGeoAsymData23,faceGeoAsymData24,faceGeoAsymData25
8004,"一時保存枠5",0,145,130,120,0,135,115,70,0,150,150,150,0,150,150,150,0,135,115,70,0,255,255,255,0,135,115,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,58,128,128,138,118,138,138,118,138,118,88,198,178,138,138,138,128,98,108,148,138,118,138,118,128,138,245,138,118,128,138,118,128,138,48,198,158,98,148,138,118,138,118,138,118,138,98,138,138,108,118,138,118,88,98,98,138,38,118,138,118,118,138,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,108,128,98,78,128,128,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8005,"一時保存枠6",0,101,93,86,0,110,80,50,0,60,30,0,0,60,30,0,0,50,20,20,0,150,145,130,0,110,80,50,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,58,128,128,135,128,118,130,128,158,128,118,168,158,108,118,128,108,128,138,118,110,168,128,128,128,128,175,88,38,128,138,148,128,128,88,138,138,188,198,188,38,108,198,138,128,138,88,108,108,88,138,178,128,118,128,58,118,148,128,128,138,128,138,128,128,128,128,128,128,128,128,148,138,128,128,128,128,128,128,128,128,128,88,108,128,138,128,128,128,128,118,148,98,78,128,128,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8006,"一時保存枠7",0,148,128,113,0,120,100,60,0,70,70,40,0,70,70,40,0,90,70,40,0,128,128,128,0,60,40,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,62,10,135,128,140,133,152,118,185,168,118,108,135,158,208,118,98,158,118,210,117,58,78,109,85,128,145,165,77,207,128,107,130,128,158,118,148,128,98,158,158,128,68,158,125,175,168,158,98,138,108,118,148,125,128,137,108,108,100,155,94,122,130,138,128,128,128,128,128,128,128,128,150,128,128,128,128,128,128,128,128,128,128,128,108,198,158,128,128,128,128,108,138,118,158,128,128,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8007,"一時保存枠8",0,145,130,120,0,170,140,70,0,120,90,90,0,120,90,90,0,170,140,70,0,150,145,130,0,170,140,70,0,128,128,128,0,20,20,20,180,100,0,40,128,255,215,245,215,128,38,128,128,125,128,128,188,128,128,148,158,128,128,128,128,128,128,98,185,108,128,128,128,188,128,128,218,208,18,128,118,98,128,128,138,128,178,128,178,128,128,128,118,128,128,128,0,88,128,158,88,228,78,78,88,48,178,38,128,128,108,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,158,218,128,128,128,128,108,128,118,58,128,128,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8008,"一時保存枠9",0,130,120,113,0,130,100,60,0,110,130,150,0,110,130,150,0,100,70,40,0,0,8,8,0,130,100,60,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,40,50,105,128,155,235,132,177,170,170,111,88,185,108,158,128,108,128,118,190,147,180,198,149,137,128,205,115,60,115,128,125,115,128,158,125,125,128,178,238,185,138,20,178,45,225,198,188,78,78,148,128,90,175,108,137,138,120,150,10,44,102,120,115,128,128,128,128,128,128,128,138,160,138,128,128,128,128,128,128,128,128,128,178,118,168,198,128,128,128,128,118,128,108,38,98,128,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8009,"一時保存枠10",0,140,125,110,0,0,0,0,0,80,50,40,0,80,50,40,0,0,0,0,0,128,128,128,0,0,0,0,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,118,50,128,128,128,148,128,158,98,128,58,88,128,128,128,128,128,98,128,158,138,128,138,128,128,128,128,128,128,128,128,128,128,128,118,128,178,128,128,128,128,128,128,128,158,128,118,68,138,188,68,208,198,100,132,118,88,158,128,128,128,128,130,90,128,128,128,128,128,128,128,128,128,148,128,128,128,128,128,128,128,128,128,88,128,168,148,128,128,128,128,118,138,108,128,128,128,128,128,188,225,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8010,"一時保存枠11",0,140,125,115,0,0,0,0,0,100,110,90,0,100,110,90,0,0,0,0,0,128,128,128,0,0,0,0,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,118,48,128,128,127,127,127,97,117,177,137,107,137,127,137,117,127,127,137,107,147,127,137,127,127,127,127,127,127,127,127,127,127,127,107,100,167,147,127,127,127,127,147,157,127,77,147,127,137,137,97,127,147,127,127,117,117,127,117,127,127,127,127,127,127,128,128,128,128,128,128,128,215,128,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,128,128,255,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8011,"一時保存枠12",0,150,135,125,0,0,0,0,0,100,110,90,0,100,110,90,0,0,0,0,0,128,128,128,0,0,0,0,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,118,48,128,128,127,127,127,127,127,127,137,107,197,127,147,127,137,107,137,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,107,107,147,127,127,127,127,127,147,157,127,77,147,127,137,137,97,127,147,127,127,117,117,127,127,127,127,127,127,127,127,128,128,128,128,128,128,128,215,128,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,128,128,198,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8012,"一時保存枠13",0,150,135,125,0,0,0,0,0,100,110,90,0,100,110,90,0,0,0,0,0,128,128,128,0,0,0,0,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,118,48,128,128,127,127,127,127,127,127,137,107,207,127,147,147,137,107,137,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,107,107,147,127,127,127,127,127,147,157,127,77,147,137,167,107,97,127,147,127,127,117,117,127,127,127,127,127,127,127,127,128,128,128,128,128,128,128,215,128,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,128,128,198,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8013,"一時保存枠14",0,145,130,120,0,0,0,0,0,100,110,90,0,100,110,90,0,0,0,0,0,128,128,128,0,0,0,0,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,118,48,128,128,127,127,107,127,127,127,137,107,167,127,147,137,137,107,137,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,107,107,157,127,127,127,127,127,107,157,127,77,147,157,157,67,97,127,147,127,127,117,117,127,127,127,127,127,127,127,127,128,128,128,128,128,128,128,215,128,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,128,128,198,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8014,"一時保存枠15",0,150,130,123,0,80,50,20,0,100,110,90,0,100,110,90,0,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,78,128,128,127,147,117,97,127,167,157,117,177,127,127,137,147,137,157,87,97,197,147,127,127,127,127,77,127,17,127,127,137,127,127,157,127,147,127,127,127,127,127,127,127,127,137,77,147,87,107,127,157,117,127,117,127,137,145,107,147,167,127,107,127,128,128,128,128,128,128,128,225,138,128,128,128,128,128,128,128,128,128,98,138,148,168,128,128,128,128,108,138,98,68,128,128,128,128,128,255,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8015,"一時保存枠16",0,150,135,125,5,80,50,20,0,100,110,90,0,100,110,90,3,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,78,128,128,127,137,127,127,127,167,127,127,157,127,127,127,127,127,127,127,117,167,127,127,127,127,127,77,127,17,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,107,127,137,117,147,127,117,137,197,127,127,167,127,107,127,128,128,128,128,128,128,128,215,138,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,118,138,138,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8016,"一時保存枠17",0,150,130,123,5,80,50,20,0,100,110,90,0,100,110,90,4,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,78,128,128,127,147,117,97,127,167,157,117,177,127,127,137,147,137,157,87,97,197,147,127,127,127,127,77,127,17,127,127,137,127,127,157,127,147,127,127,127,127,127,127,127,127,137,77,147,87,107,127,157,117,127,117,127,137,145,107,147,167,127,107,127,128,128,128,128,128,128,128,225,138,128,128,128,128,128,128,128,128,128,98,138,148,168,128,128,128,128,108,138,98,68,128,128,128,128,128,255,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8017,"一時保存枠18",0,150,135,125,5,80,50,20,0,100,110,90,0,100,110,90,3,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,78,128,128,127,137,127,117,116,177,127,87,157,127,127,127,127,127,128,127,117,167,127,127,127,127,127,77,127,17,127,127,127,127,127,167,127,127,127,127,127,127,127,127,127,127,127,127,127,127,107,127,147,117,117,127,117,137,197,127,127,167,127,107,127,128,128,128,128,128,128,128,215,138,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,78,78,128,128,128,118,138,138,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8018,"一時保存枠19",0,150,135,125,5,94,60,20,0,110,110,80,0,110,110,80,2,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,63,128,128,128,128,128,138,118,90,158,178,138,168,185,80,128,118,78,168,108,160,108,147,128,128,128,118,138,145,128,128,128,148,128,88,165,155,98,160,130,85,138,98,168,68,78,188,95,165,118,98,128,158,228,118,128,118,228,128,128,128,128,128,108,128,128,128,128,128,128,128,128,125,138,128,128,128,128,128,128,128,128,128,100,100,155,148,128,128,148,128,128,128,98,68,138,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8019,"一時保存枠20",0,150,135,125,5,94,60,20,0,110,110,80,0,110,110,80,2,74,40,10,0,148,98,38,0,124,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,63,128,128,128,128,128,138,118,90,158,158,138,198,125,130,148,118,88,168,108,160,108,147,128,128,128,118,138,145,128,128,128,148,128,108,165,155,98,160,130,125,138,110,148,68,108,155,90,175,88,98,128,178,228,118,128,118,228,128,128,128,128,128,108,128,128,128,128,128,128,128,128,125,138,128,128,128,128,128,128,128,128,128,100,100,155,148,128,128,148,128,128,128,98,68,138,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8020,"一時保存枠21",0,150,135,125,5,74,40,0,0,110,110,80,0,110,110,80,2,74,40,10,0,148,98,38,0,74,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,73,128,128,128,128,128,138,118,90,158,178,138,168,185,80,128,118,78,168,138,150,108,147,128,128,128,118,138,145,128,128,128,148,128,88,165,155,98,160,130,85,138,98,168,68,78,188,95,165,118,98,128,158,228,118,128,118,228,128,128,128,128,128,108,128,128,128,128,128,128,128,128,125,138,128,128,128,128,128,128,128,128,128,100,100,155,148,128,128,148,128,128,128,98,68,138,128,128,128,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8021,"一時保存枠22",2,135,128,125,5,74,40,0,4,110,110,80,3,110,110,80,2,74,40,10,0,148,98,38,0,74,60,10,0,128,128,128,3,20,20,20,180,100,0,40,128,128,128,128,128,73,128,128,128,128,128,138,118,90,80,160,158,255,185,140,118,128,88,138,138,150,108,147,128,128,128,128,128,128,128,128,128,148,128,168,10,225,128,255,90,85,138,0,168,108,78,148,95,165,58,98,128,118,228,38,128,118,228,128,128,128,128,128,108,128,128,128,128,128,128,128,128,125,138,128,128,128,128,128,128,128,128,128,100,100,155,148,128,128,148,128,128,128,205,68,138,128,255,128,155,228,127,127,127,127,127,255,0,255,29,149,0,255,247,255,255,127,255,127,0,0,0,127,252,255,242,17
8022,"一時保存枠23",1,135,128,125,5,74,40,0,4,110,110,80,3,110,110,80,2,74,40,10,0,148,98,38,0,74,60,10,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,73,128,128,128,128,128,138,118,90,80,160,158,255,185,140,118,128,88,138,138,150,108,147,128,128,128,128,128,128,128,128,128,148,128,168,10,225,128,255,90,85,138,0,168,108,78,148,95,165,58,98,128,118,228,38,128,118,228,128,128,128,128,128,108,128,128,128,128,128,128,128,128,125,138,128,128,128,128,128,128,128,128,128,100,100,155,148,128,128,148,128,128,128,205,68,138,128,255,128,155,228,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8023,"一時保存枠24",0,150,135,125,8,150,120,70,0,130,130,70,0,130,130,70,7,110,80,30,1,150,145,130,6,150,120,70,0,128,128,128,1,100,100,100,181,114,255,15,128,212,255,212,192,128,128,128,128,108,168,118,168,55,158,168,128,168,128,128,128,118,128,128,188,128,128,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,168,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,98,128,128,128,178,108,113,145,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8024,"一時保存枠25",0,150,135,125,8,150,120,70,0,130,130,70,0,130,130,70,7,110,80,30,1,135,115,70,6,150,120,70,0,128,128,128,1,100,100,100,181,114,255,15,128,212,255,212,192,128,128,128,128,108,168,118,168,55,158,168,128,168,128,128,128,118,128,128,188,128,128,88,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,168,128,118,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,98,128,128,128,178,108,113,145,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8025,"一時保存枠26",0,150,135,125,3,80,50,20,0,100,110,90,0,100,110,90,1,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,68,128,128,98,158,118,148,128,168,108,128,138,138,128,148,138,88,128,224,79,108,28,128,128,128,128,128,128,128,128,168,88,128,138,148,158,128,128,158,138,88,88,118,118,128,128,188,128,108,118,128,158,128,98,138,108,128,128,88,138,128,118,128,128,128,128,128,128,128,128,128,215,128,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,128,138,178,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8026,"一時保存枠27",0,150,135,125,3,80,50,20,0,100,110,90,0,100,110,90,1,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,68,128,128,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,107,127,127,127,127,117,117,127,127,127,127,127,127,127,127,128,128,128,128,128,128,128,215,128,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,128,138,178,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8027,"一時保存枠28",0,145,130,120,3,80,50,20,0,100,110,90,0,100,110,90,1,40,40,20,0,128,128,128,0,150,120,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,98,68,128,128,127,127,127,127,127,127,127,127,157,137,127,137,127,117,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,157,127,127,127,127,127,127,127,127,127,127,127,127,127,107,127,127,127,127,117,117,127,127,127,127,127,127,127,127,128,128,128,128,128,128,128,215,128,128,128,128,128,128,128,128,128,128,118,138,148,158,128,128,128,128,108,138,98,98,128,128,128,128,138,178,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
8028,"一時保存枠29",0,148,128,113,2,110,80,50,1,120,90,90,1,120,90,90,0,50,40,40,1,150,145,130,7,110,80,50,0,128,128,128,1,100,100,100,181,114,255,15,128,128,128,128,128,128,58,128,128,135,148,138,188,128,128,148,158,178,128,128,158,128,128,128,148,138,128,118,128,118,128,128,128,118,98,128,178,98,128,108,108,138,168,128,158,178,128,128,168,128,128,128,198,158,78,88,128,118,128,128,128,108,118,168,128,128,108,128,128,128,128,128,128,128,128,128,128,168,128,128,128,128,128,128,128,128,128,128,128,128,128,158,128,128,128,128,108,138,108,88,128,128,0,198,33,245,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8029,"一時保存枠30",0,148,128,113,2,110,80,50,1,120,90,90,1,120,90,90,0,50,40,40,1,150,145,130,7,110,80,50,0,128,128,128,1,100,100,100,181,114,255,15,128,128,128,128,128,128,58,128,128,135,148,138,188,128,148,148,158,178,128,128,158,128,128,128,148,138,128,118,128,118,128,128,128,118,98,128,178,98,128,108,108,138,168,128,158,178,128,128,168,128,128,128,198,158,78,88,128,118,128,128,128,108,118,168,128,128,108,128,128,128,128,128,128,128,128,128,128,168,148,128,128,128,128,128,128,128,128,128,128,128,128,158,128,128,128,128,108,138,108,88,128,128,0,198,33,245,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8030,"一時保存枠31",0,148,128,113,2,110,80,50,1,120,90,90,1,120,90,90,0,50,40,40,1,150,145,130,7,110,80,50,0,128,128,128,1,100,100,100,181,114,255,15,128,128,128,128,128,128,58,128,128,135,168,178,188,128,128,148,158,178,128,128,158,128,128,128,228,128,128,88,128,188,128,128,218,208,68,128,188,48,128,108,138,198,128,128,158,178,128,128,168,128,128,128,128,158,128,88,128,158,128,128,128,108,118,128,128,128,108,128,128,128,128,128,128,128,128,128,128,168,128,128,128,128,128,128,128,128,128,128,128,128,128,158,128,128,128,128,108,138,108,88,128,128,0,198,33,245,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8031,"一時保存枠32",0,160,145,135,8,55,20,12,0,125,75,48,0,125,75,48,3,60,20,0,2,88,58,8,0,190,150,70,0,128,128,128,0,20,20,20,180,100,0,40,235,128,208,138,208,83,68,128,128,128,128,128,78,90,208,148,108,138,138,138,158,138,128,228,128,108,128,98,128,128,128,128,138,145,128,128,128,198,128,118,235,128,88,138,30,105,228,138,178,128,128,148,255,228,128,78,128,128,128,128,118,138,128,128,128,128,128,128,128,128,128,128,128,128,128,128,118,155,128,128,128,128,128,128,128,128,128,128,118,108,175,168,128,128,128,128,108,158,88,128,168,128,128,118,123,155,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8032,"一時保存枠33",0,158,138,123,5,55,20,12,0,125,75,48,0,125,75,48,3,60,20,0,2,88,58,8,0,190,150,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,83,68,128,128,128,128,128,108,110,138,118,118,118,138,128,128,118,58,148,128,138,128,128,128,128,128,128,138,145,128,128,128,198,128,138,135,138,128,138,60,105,148,138,148,128,128,148,175,168,78,78,128,128,128,128,118,138,128,128,128,128,128,128,128,128,128,128,128,128,128,128,118,155,128,128,128,128,128,128,128,128,128,128,118,108,175,168,128,128,128,128,108,158,88,128,168,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8033,"一時保存枠34",0,158,138,123,5,120,90,40,0,125,75,48,0,125,75,48,3,120,90,40,2,88,58,8,0,120,90,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,103,68,128,128,128,128,128,108,110,138,118,118,118,138,128,128,118,98,148,128,138,128,128,128,128,128,128,148,145,128,128,128,198,128,138,135,138,128,138,110,105,148,138,148,128,128,148,95,148,138,78,128,148,128,128,118,138,128,128,128,128,128,128,128,128,128,128,128,128,128,128,118,155,128,128,128,128,128,128,128,128,128,128,118,108,175,168,128,128,128,128,108,158,88,128,168,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8034,"一時保存枠35",0,158,138,123,5,55,20,12,0,125,75,48,0,125,75,48,3,60,20,0,2,88,58,8,0,190,150,70,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,83,68,128,128,128,128,128,108,110,138,118,118,118,138,128,128,118,78,148,128,108,128,98,128,128,128,128,138,145,128,128,128,198,128,138,135,138,128,138,60,105,148,138,128,128,128,148,115,138,78,78,128,128,128,128,118,138,128,128,128,128,128,128,128,128,128,128,128,128,128,128,118,155,128,128,128,128,128,128,128,128,128,128,118,108,175,168,128,128,128,128,108,158,88,128,168,128,128,118,123,155,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8035,"一時保存枠36",0,160,145,135,0,128,128,128,2,64,0,0,2,64,0,0,0,128,128,128,0,128,128,128,0,128,128,128,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8036,"一時保存枠37",0,150,135,125,8,90,60,40,1,60,70,80,1,60,70,80,8,90,60,40,1,150,145,130,5,90,60,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,68,128,128,108,98,168,186,85,128,68,178,128,128,128,128,128,128,128,238,98,168,88,128,128,128,128,128,128,128,128,128,128,128,128,128,178,128,128,128,128,128,128,128,128,128,128,128,128,128,108,128,128,128,38,158,108,128,128,128,128,128,128,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,158,178,128,128,128,128,98,118,98,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8037,"一時保存枠38",0,150,135,125,8,90,60,40,1,60,70,80,1,60,70,80,8,90,60,40,1,150,145,130,5,90,60,40,0,128,128,128,0,20,20,20,180,100,0,40,128,128,128,128,128,128,68,128,128,108,98,168,186,85,128,68,178,128,128,128,128,128,128,128,138,168,108,128,128,128,128,128,128,128,128,128,128,128,128,128,128,178,128,128,128,128,128,128,128,128,128,128,128,128,128,108,128,128,128,68,138,108,128,128,128,128,128,98,68,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,158,178,128,128,128,128,98,118,98,128,128,128,128,128,113,255,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
8038,"一時保存枠39",0,112,100,90,0,110,80,50,1,60,30,0,1,60,30,0,1,50,20,20,1,150,145,130,0,110,80,50,0,128,128,128,1,100,100,100,181,114,255,15,148,215,178,195,128,128,58,128,128,135,128,118,130,128,158,118,118,178,138,88,108,158,128,168,198,98,70,118,128,128,128,128,255,88,38,128,138,148,128,128,138,198,128,188,198,188,38,108,198,138,128,138,88,108,108,108,138,178,128,88,138,58,118,148,128,128,138,128,138,128,128,128,128,128,128,128,128,168,138,128,128,128,128,128,128,128,128,128,88,128,128,158,128,128,128,128,118,148,108,78,108,128,98,208,133,245,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
