ID,Description,logicId,battleGoalID,nearDist,midDist,farDist,outDist,BackHomeLife_OnHitEneWal,goalID_ToCaution,idAttackCannotMove,goalID_ToFind,callHelp_ActionAnimId,callHelp_CallActionId,eye_dist,ear_dist,ear_soundcut_dist,nose_dist,maxBackhomeDist,backhomeDist,backhomeBattleDist,nonBattleActLife,BackHome_LookTargetTime,BackHome_LookTargetDist,SightTargetForgetTime,SoundTargetForgetTime,BattleStartDist,callHelp_MyPeerId,callHelp_CallPeerId,targetSys_DmgEffectRate,TeamAttackEffectivity,eye_angX,eye_angY,ear_angX,ear_angY,callHelp_CallValidMinDistTarget,callHelp_CallValidRange,callHelp_ForgetTimeByArrival,callHelp_MinWaitTime,callHelp_MaxWaitTime,goalAction_ToCaution,goalAction_ToFind,callHelp_ReplyBehaviorType,disablePathMove,skipArrivalVisibleCheck,thinkAttr_doAdmirer,enableNaviFlg_Edge:1,enableNaviFlg_LargeSpace:1,enableNaviFlg_Ladder:1,enableNaviFlg_Hole:1,enableNaviFlg_Door:1,enableNaviFlg_InSideWall:1,enableNaviFlg_Edge_Ordinary:1,eyeDist_forDark,battleStartDist_forDark,eyeDist_forPitchDark,battleStartDist_forPitchDark,platoonReplyTime,platoonReplyAddRandomTime,eye_BackOffsetDist,eye_BeginDist,target_ArriveDist,point_ArriveDist,changeStateAction_ToFind,changeStateAction_ToCaution,changeStateAction_ToBattle,goalAction_ToDisappear,disableLocalSteering,actTypeOnFailedPath,interestCategory,goalAction_ToInterest,goalID_ToInterest,changeStateAction_ToInterest,changeStateAction_ToNormal
102202,"聖堂街_群衆A火かき棒＆盾　視界通常、音で走ってくる。",10000,102020,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,12,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,50,50,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102203,"聖堂街_群衆Aサーベル　視界通常、音で走ってくる。",24000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,12,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,50,50,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102204,"聖堂街_群衆A包丁　視界通常、音で走ってくる。",24000,102040,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,12,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,50,50,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102205,"聖堂街_群衆A鎌　音で歩いてくる",24000,102050,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,12,1,6,0,75,50,6,5,10,20,150,500,17,0,0,100,25,50,50,90,180,0,0,20,0,0,2,3,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102206,"聖堂街_群衆A長柄　",24000,102071,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,12,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,50,50,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102207,"聖堂街【テスト】SP　群衆A　リーダー 視野短め",24000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,17,10,0,0,75,50,6,5,10,20,150,150,30,0,0,100,25,50,50,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102210,"聖堂街_群衆A松明＆斧　小隊遅延 忘れない",24000,102009,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,50,50,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,1.0,5.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102211,"聖堂街_群衆A松明＆盾　視界通常、音で走ってくる。",24000,102010,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,12,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,50,50,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102212,"聖堂街_群衆A火かき棒＆盾　視界通常、音で走ってくる。",24000,102020,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,12,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,50,50,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102213,"聖堂街_群衆Aサーベル　視界通常、音で走ってくる。",24000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,12,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,50,50,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,1.0,5.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102214,"聖堂街_群衆A包丁　視界通常、音で走ってくる。",24000,102040,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,12,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,50,50,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,1.0,5.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102215,"聖堂街_群衆A鎌　上下に視界ひろい_上からの不意打ち、音で走ってくる。嗅覚9m",24000,102050,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,12,1,10,9,75,50,6,5,10,20,150,150,17,0,0,100,25,93,50,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102216,"聖堂街_群衆A長柄",24000,102071,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,17,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,50,50,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,10,6,7,6,1.0,5.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102217,"聖堂街【テスト】SP　群衆A　リーダー　視野短め",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,30,10,0,0,75,50,6,5,10,20,150,150,30,0,0,100,25,50,50,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,1.0,5.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102221,"聖堂街_群衆A松明＆盾　視界なし",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,0,10,0,0,75,50,6,5,10,20,150,150,30,0,0,100,25,0,0,90,180,0,0,20,0,0,1,2,1,0,0,1,1,1,1,0,1,0,1,0,10,0,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102224,"聖堂街_群衆A包丁　視界なし",10000,102040,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,0,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,0,0,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,0,6,0,6,1.0,5.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102230,"聖堂街　群衆A　サーベル_起きそう",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,0,0,15,10,4,1,75,50,6,5,10,20,150,150,0,0,0,100,25,75,75,90,180,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,10,0,7,0,0.0,0.0,3,3,1.0,1.0,0,0,0,0,0,2,100,3,0,0,0
102231,"聖堂街　群衆A　サーベル_寝ている",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,0,0,0,10,4,0,75,50,6,5,10,20,150,150,0,0,0,100,25,0,0,90,180,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0.0,0.0,3,3,1.0,1.0,0,0,0,0,0,2,100,3,0,0,0
102250,"聖堂街A　群衆A　リーダー　広場用",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,32,10,0,0,75,50,6,5,10,20,150,150,40,0,0,100,0,40,40,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102251,"聖堂街A　群衆A　リーダー　広場用スナイプ",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,43,10,0,0,75,50,6,5,10,20,150,150,43,0,0,100,0,40,40,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102299,"聖堂街_群衆A　寝ている　盲目聴覚カット7m",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,0,10,7,0,75,50,6,5,10,20,150,150,0,0,0,100,25,25,30,90,180,0,0,20,0,0,2,2,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102400,"聖堂街_B　群衆A　松明＆斧",10000,102000,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102401,"聖堂街_B　群衆A　松明＆斧　不意打ち用",10000,102000,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,16,1,0,0,75,50,6,5,10,20,150,150,5,0,0,100,25,25,30,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,10,5,7,5,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102410,"聖堂街_B　群衆A　盾＆松明",10000,102010,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102411,"聖堂街_B　群衆A　盾＆松明　索敵距離短",10000,102010,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,10,1,0,0,75,50,6,5,10,20,150,150,8,0,0,100,25,25,30,90,180,0,0,20,0,0,2,1,1,0,0,1,1,1,1,0,1,0,1,10,8,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102430,"聖堂街_B　群衆A　武器（サーベル）",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102431,"聖堂街_B　群衆A　広場用スナイプ",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,19,1,0,0,75,50,6,5,10,20,150,150,19,0,0,100,0,35,35,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,15,15,9,9,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102440,"聖堂街_B　群衆A　武器（包丁）",10000,102040,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102450,"聖堂街_B　群衆A　武器（鎌）",10000,102050,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102451,"聖堂街_B　群衆A　武器（鎌） 奇襲",10000,102050,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102470,"聖堂街_B　群衆A　長物両手（鋤）",10000,102070,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102497,"聖堂街_B　群衆A　索敵",10000,102050,60.0,60.0,60.0,60.0,5.0,0,3000,0,-1,0,60,60,0,60,75,50,6,5,10,20,150,150,60,0,0,100,25,70,180,90,180,0,0,20,0,0,2,2,1,0,0,1,1,1,1,0,1,0,1,60,60,60,60,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102498,"聖堂街_B　群衆A　素手専用",10000,102050,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,1,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,80,90,180,0,0,20,0,0,2,2,1,0,0,1,1,1,1,0,1,0,1,10,10,7,7,0.0,0.0,3,3,1.0,1.0,0,0,0,2,0,2,100,3,0,0,0
102499,"聖堂街_B　群衆A　寝ている",10000,102050,0.0,0.0,0.0,0.0,5.0,0,3000,0,-1,0,0,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,0,0,90,180,0,0,20,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,10,0,7,0.0,0.0,3,3,1.0,1.0,0,0,0,0,0,2,100,3,0,0,0
102500,"聖堂街C　群衆A　松明＆斧",10000,102000,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102501,"聖堂街C　群衆A　松明＆斧(イベント用)",102020,102000,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,70,10,0,70,1000,50,6,5,10,20,150,150,12,0,0,100,25,120,120,90,180,0,0,20,0,0,3,3,1,0,0,1,1,1,1,0,1,0,1,70,10,70,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102510,"聖堂街C　群衆A　盾＆松明",10000,102010,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102520,"聖堂街C　群衆A　火かき棒＆盾",10000,102020,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102530,"聖堂街C　群衆A　武器（サーベル）",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102540,"聖堂街C　群衆A　武器（包丁）",10000,102040,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102550,"聖堂街C　群衆A　武器（鎌）",10000,102050,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102560,"聖堂街C　群衆A　投擲＆盾（手斧）",10000,102060,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102570,"聖堂街C　群衆A　長物両手（鋤）",10000,102070,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102580,"聖堂街C　群衆A　銃",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,20,50,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102660,"大学　群衆A　銃",10000,102030,5.0,10.0,20.0,40.0,5.0,0,3000,0,0,0,30,10,0,0,75,50,6,5,10,20,150,150,30,0,0,100,25,40,40,90,180,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,20,20,10,10,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102700,"森　群衆A　松明＆斧",10000,102000,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102701,"森　群衆A　松明＆斧(大砲砲手）",10000,102000,1.5,3.5,10.0,90.0,5.0,0,3000,0,0,0,100,0,0,0,9999,9998,9999,5,10,20,150,150,8,0,0,100,33,70,45,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,100,8,100,8,0.0,0.0,3,3,1.0,1.0,0,0,0,0,0,2,100,3,0,0,0
102710,"森　群衆A　盾＆松明",10000,102010,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102720,"森　群衆A　火かき棒＆盾",10000,102020,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102730,"森　群衆A　武器（サーベル）",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102740,"森　群衆A　武器（包丁）",10000,102040,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102750,"森　群衆A　武器（鎌）",10000,102050,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102760,"森　群衆A　投擲＆盾（手斧）",10000,102060,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102761,"森　群衆A　投擲＆盾　油沼番人",10000,102060,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,22,10,0,0,75,50,6,5,10,20,150,150,22,0,0,100,25,90,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,12,12,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102770,"森　群衆A　長物両手（鋤）",10000,102070,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102780,"森　群衆A　銃",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,30,10,0,0,75,50,6,5,10,20,150,150,25,0,0,100,25,70,80,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102781,"森　群衆A　銃(視野狭い）",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,15,10,0,0,75,50,6,5,10,20,150,150,15,0,0,100,25,25,30,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102782,"森　群衆A　銃　視覚距離50m版",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,50,10,0,0,75,50,6,5,10,20,150,150,45,0,0,100,25,70,80,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,30,25,15,15,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102790,"森　群衆A　リーダー接近しない",10000,102030,1.5,3.5,10.0,38.0,5.0,0,3000,0,-1,0,37,10,0,0,75,50,6,5,10,20,150,150,43,0,0,100,0,70,80,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102791,"森　群衆A　銃(砲台)",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,-1,0,65,10,0,0,75,50,6,5,10,20,150,150,65,0,0,100,25,70,80,90,180,0,0,20,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,65,65,65,65,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102798,"森　群衆A　起きそう",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,0,0,15,10,4,1,75,50,6,5,20,20,300,150,0,0,0,100,25,25,30,90,180,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,10,0,7,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,100,3,0,0,0
102799,"森　群衆A　寝ている",10000,102030,1.5,3.5,10.0,20.0,5.0,0,3000,0,0,0,0,10,4,0,75,50,6,5,20,20,300,150,0,0,0,100,25,0,0,90,180,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,2,100,3,0,0,0
102800,"生贄街　群衆A　斧松明",10000,102800,1.5,3.5,10.0,20.0,5.0,0,3000,0,0,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,30,75,90,180,0,0,0,0,0,1,2,0,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102801,"生贄街　群衆A　斧松明（ObjAct起動役）",10004,102800,1.5,3.5,10.0,20.0,5.0,0,3000,0,0,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,30,75,90,180,0,0,0,0,0,1,2,0,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102830,"生贄街　群衆A　サーベル",10000,102830,1.5,3.5,10.0,20.0,5.0,0,3000,0,0,0,15,10,0,0,75,50,6,5,10,20,150,150,17,0,0,100,25,30,75,90,180,0,0,0,0,0,1,2,0,0,0,1,1,1,1,0,1,0,1,10,10,7,6,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
102831,"生贄街　群衆A　サーベル_起きそう",10000,102830,1.5,3.5,10.0,20.0,5.0,0,3000,0,0,0,15,10,4,1,75,50,6,5,10,20,150,150,0,0,0,100,25,30,75,90,180,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,10,0,7,0,0.0,0.0,3,3,1.0,1.0,0,0,0,0,0,2,100,3,0,0,0
102832,"生贄街　群衆A　サーベル_寝ている",10000,102830,1.5,3.5,10.0,20.0,5.0,0,3000,0,0,0,0,10,4,0,75,50,6,5,10,20,150,150,0,0,0,100,25,0,0,90,180,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0.0,0.0,3,3,1.0,1.0,0,0,0,0,0,2,100,3,0,0,0
102860,"生贄街　群衆A　銃",10000,102830,5.0,10.0,20.0,40.0,5.0,0,3000,0,0,0,30,10,0,0,75,50,6,5,10,20,150,150,30,0,0,100,25,30,75,90,180,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,1,20,20,10,10,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
103000,"SPプロト　群衆B　レンガ",103000,103000,2.0,5.0,10.0,20.0,5.0,0,3000,0,0,0,25,10,0,0,75,50,6,5,10,20,150,150,20,0,0,100,25,70,80,90,180,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,12,12,8,8,0.0,0.0,3,3,1.0,1.0,0,0,0,1,0,2,100,3,0,0,0
