ID,Description,speffectId,categoryId,effectRank,rankMin,rankMax,disposalPrice,gemIconIdOffset,sortId:14,sortCategory:2,gemNameIdOffset,speffectId_forAtk
43104,HPリジェネ+ cost1 rank4,43104,340100,4,0,100,40,50,7019,0,3300,-1
43105,HPリジェネ+ cost1 rank5,43105,340100,5,0,100,50,51,7025,0,3301,-1
43106,HPリジェネ+ cost1 rank6,43106,340100,6,0,100,60,51,7031,0,3301,-1
43107,HPリジェネ+ cost1 rank7,43107,340100,7,0,100,70,51,7037,0,3301,-1
43108,HPリジェネ+ cost1 rank8,43108,340100,8,0,100,80,52,7043,0,3302,-1
43109,HPリジェネ+ cost1 rank9,43109,340100,9,0,100,90,52,7049,0,3302,-1
43110,HPリジェネ+ cost1 rank10,43110,340100,10,0,100,100,52,7055,0,3302,-1
43111,HPリジェネ+ cost1 rank11,43111,340100,11,0,100,110,53,7061,0,3303,-1
43112,HPリジェネ+ cost1 rank12,43112,340100,12,0,100,120,53,7067,0,3303,-1
43113,HPリジェネ+ cost1 rank13,43113,340100,13,0,100,130,53,7073,0,3303,-1
43114,HPリジェネ+ cost1 rank14,43114,340100,14,0,100,140,54,7079,0,3304,-1
43115,HPリジェネ+ cost1 rank15,43115,340100,15,0,100,150,54,7085,0,3304,-1
43116,HPリジェネ+ cost1 rank16,43116,340100,16,0,100,160,54,7091,0,3304,-1
43117,HPリジェネ+ cost1 rank17,43117,340100,17,0,100,170,55,7097,0,3305,-1
43118,HPリジェネ+ cost1 rank18,43118,340100,18,0,100,180,55,7103,0,3305,-1
43119,HPリジェネ+ cost1 rank19,43119,340100,19,0,100,190,55,7109,0,3305,-1
43120,HPリジェネ+ cost1 rank20,43120,340100,20,0,100,200,56,7115,0,3306,-1
43201,HPリジェネ+ cost2 rank1,43201,340200,1,0,100,20,50,7002,0,3300,-1
43202,HPリジェネ+ cost2 rank2,43202,340200,2,0,100,40,50,7008,0,3300,-1
43203,HPリジェネ+ cost2 rank3,43203,340200,3,0,100,60,50,7014,0,3300,-1
43204,HPリジェネ+ cost2 rank4,43204,340200,4,0,100,80,50,7020,0,3300,-1
43205,HPリジェネ+ cost2 rank5,43205,340200,5,0,100,100,51,7026,0,3301,-1
43206,HPリジェネ+ cost2 rank6,43206,340200,6,0,100,120,51,7032,0,3301,-1
43207,HPリジェネ+ cost2 rank7,43207,340200,7,0,100,140,51,7038,0,3301,-1
43208,HPリジェネ+ cost2 rank8,43208,340200,8,0,100,160,52,7044,0,3302,-1
43209,HPリジェネ+ cost2 rank9,43209,340200,9,0,100,180,52,7050,0,3302,-1
43210,HPリジェネ+ cost2 rank10,43210,340200,10,0,100,200,52,7056,0,3302,-1
43211,HPリジェネ+ cost2 rank11,43211,340200,11,0,100,220,53,7062,0,3303,-1
43212,HPリジェネ+ cost2 rank12,43212,340200,12,0,100,240,53,7068,0,3303,-1
43213,HPリジェネ+ cost2 rank13,43213,340200,13,0,100,260,53,7074,0,3303,-1
43214,HPリジェネ+ cost2 rank14,43214,340200,14,0,100,280,54,7080,0,3304,-1
43215,HPリジェネ+ cost2 rank15,43215,340200,15,0,100,300,54,7086,0,3304,-1
43216,HPリジェネ+ cost2 rank16,43216,340200,16,0,100,320,54,7092,0,3304,-1
43217,HPリジェネ+ cost2 rank17,43217,340200,17,0,100,340,55,7098,0,3305,-1
43218,HPリジェネ+ cost2 rank18,43218,340200,18,0,100,360,55,7104,0,3305,-1
43219,HPリジェネ+ cost2 rank19,43219,340200,19,0,100,380,55,7110,0,3305,-1
43220,HPリジェネ+ cost2 rank20,43220,340200,20,0,100,400,56,7116,0,3306,-1
43301,HPリジェネ+ cost3 rank1,43301,340300,1,0,100,30,50,7003,0,3300,-1
43302,HPリジェネ+ cost3 rank2,43302,340300,2,0,100,60,50,7009,0,3300,-1
43303,HPリジェネ+ cost3 rank3,43303,340300,3,0,100,90,50,7015,0,3300,-1
43304,HPリジェネ+ cost3 rank4,43304,340300,4,0,100,120,50,7021,0,3300,-1
43305,HPリジェネ+ cost3 rank5,43305,340300,5,0,100,150,51,7027,0,3301,-1
43306,HPリジェネ+ cost3 rank6,43306,340300,6,0,100,180,51,7033,0,3301,-1
43307,HPリジェネ+ cost3 rank7,43307,340300,7,0,100,210,51,7039,0,3301,-1
43308,HPリジェネ+ cost3 rank8,43308,340300,8,0,100,240,52,7045,0,3302,-1
43309,HPリジェネ+ cost3 rank9,43309,340300,9,0,100,270,52,7051,0,3302,-1
43310,HPリジェネ+ cost3 rank10,43310,340300,10,0,100,300,52,7057,0,3302,-1
43311,HPリジェネ+ cost3 rank11,43311,340300,11,0,100,330,53,7063,0,3303,-1
43312,HPリジェネ+ cost3 rank12,43312,340300,12,0,100,360,53,7069,0,3303,-1
43313,HPリジェネ+ cost3 rank13,43313,340300,13,0,100,390,53,7075,0,3303,-1
43314,HPリジェネ+ cost3 rank14,43314,340300,14,0,100,420,54,7081,0,3304,-1
43315,HPリジェネ+ cost3 rank15,43315,340300,15,0,100,450,54,7087,0,3304,-1
43316,HPリジェネ+ cost3 rank16,43316,340300,16,0,100,480,54,7093,0,3304,-1
43317,HPリジェネ+ cost3 rank17,43317,340300,17,0,100,510,55,7099,0,3305,-1
43318,HPリジェネ+ cost3 rank18,43318,340300,18,0,100,540,55,7105,0,3305,-1
43319,HPリジェネ+ cost3 rank19,43319,340300,19,0,100,570,55,7111,0,3305,-1
43320,HPリジェネ+ cost3 rank20,43320,340300,20,0,100,600,56,7117,0,3306,-1
43401,HPリジェネ+ cost4 rank1,43401,340400,1,0,100,40,50,7004,0,3300,-1
43402,HPリジェネ+ cost4 rank2,43402,340400,2,0,100,80,50,7010,0,3300,-1
43403,HPリジェネ+ cost4 rank3,43403,340400,3,0,100,120,50,7016,0,3300,-1
43404,HPリジェネ+ cost4 rank4,43404,340400,4,0,100,160,50,7022,0,3300,-1
43405,HPリジェネ+ cost4 rank5,43405,340400,5,0,100,200,51,7028,0,3301,-1
43406,HPリジェネ+ cost4 rank6,43406,340400,6,0,100,240,51,7034,0,3301,-1
43407,HPリジェネ+ cost4 rank7,43407,340400,7,0,100,280,51,7040,0,3301,-1
43408,HPリジェネ+ cost4 rank8,43408,340400,8,0,100,320,52,7046,0,3302,-1
43409,HPリジェネ+ cost4 rank9,43409,340400,9,0,100,360,52,7052,0,3302,-1
43410,HPリジェネ+ cost4 rank10,43410,340400,10,0,100,400,52,7058,0,3302,-1
43411,HPリジェネ+ cost4 rank11,43411,340400,11,0,100,440,53,7064,0,3303,-1
43412,HPリジェネ+ cost4 rank12,43412,340400,12,0,100,480,53,7070,0,3303,-1
43413,HPリジェネ+ cost4 rank13,43413,340400,13,0,100,520,53,7076,0,3303,-1
43414,HPリジェネ+ cost4 rank14,43414,340400,14,0,100,560,54,7082,0,3304,-1
43415,HPリジェネ+ cost4 rank15,43415,340400,15,0,100,600,54,7088,0,3304,-1
43416,HPリジェネ+ cost4 rank16,43416,340400,16,0,100,640,54,7094,0,3304,-1
43417,HPリジェネ+ cost4 rank17,43417,340400,17,0,100,680,55,7100,0,3305,-1
43418,HPリジェネ+ cost4 rank18,43418,340400,18,0,100,720,55,7106,0,3305,-1
43419,HPリジェネ+ cost4 rank19,43419,340400,19,0,100,760,55,7112,0,3305,-1
43420,HPリジェネ+ cost4 rank20,43420,340400,20,0,100,800,56,7118,0,3306,-1
43501,HPリジェネ+ cost5 rank1,43501,340500,1,0,100,50,50,7005,0,3300,-1
43502,HPリジェネ+ cost5 rank2,43502,340500,2,0,100,100,50,7011,0,3300,-1
43503,HPリジェネ+ cost5 rank3,43503,340500,3,0,100,150,50,7017,0,3300,-1
43504,HPリジェネ+ cost5 rank4,43504,340500,4,0,100,200,50,7023,0,3300,-1
43505,HPリジェネ+ cost5 rank5,43505,340500,5,0,100,250,51,7029,0,3301,-1
43506,HPリジェネ+ cost5 rank6,43506,340500,6,0,100,300,51,7035,0,3301,-1
43507,HPリジェネ+ cost5 rank7,43507,340500,7,0,100,350,51,7041,0,3301,-1
43508,HPリジェネ+ cost5 rank8,43508,340500,8,0,100,400,52,7047,0,3302,-1
43509,HPリジェネ+ cost5 rank9,43509,340500,9,0,100,450,52,7053,0,3302,-1
43510,HPリジェネ+ cost5 rank10,43510,340500,10,0,100,500,52,7059,0,3302,-1
43511,HPリジェネ+ cost5 rank11,43511,340500,11,0,100,550,53,7065,0,3303,-1
43512,HPリジェネ+ cost5 rank12,43512,340500,12,0,100,600,53,7071,0,3303,-1
43513,HPリジェネ+ cost5 rank13,43513,340500,13,0,100,650,53,7077,0,3303,-1
43514,HPリジェネ+ cost5 rank14,43514,340500,14,0,100,700,54,7083,0,3304,-1
43515,HPリジェネ+ cost5 rank15,43515,340500,15,0,100,750,54,7089,0,3304,-1
43516,HPリジェネ+ cost5 rank16,43516,340500,16,0,100,800,54,7095,0,3304,-1
43517,HPリジェネ+ cost5 rank17,43517,340500,17,0,100,850,55,7101,0,3305,-1
43518,HPリジェネ+ cost5 rank18,43518,340500,18,0,100,900,55,7107,0,3305,-1
43519,HPリジェネ+ cost5 rank19,43519,340500,19,0,100,950,55,7113,0,3305,-1
43520,HPリジェネ+ cost5 rank20,43520,340500,20,0,100,1000,56,7119,0,3306,-1
43601,HPリジェネ+ cost6 rank1,43601,340600,1,0,100,60,50,7006,0,3300,-1
43602,HPリジェネ+ cost6 rank2,43602,340600,2,0,100,120,50,7012,0,3300,-1
43603,HPリジェネ+ cost6 rank3,43603,340600,3,0,100,180,50,7018,0,3300,-1
43604,HPリジェネ+ cost6 rank4,43604,340600,4,0,100,240,50,7024,0,3300,-1
43605,HPリジェネ+ cost6 rank5,43605,340600,5,0,100,300,51,7030,0,3301,-1
43606,HPリジェネ+ cost6 rank6,43606,340600,6,0,100,360,51,7036,0,3301,-1
43607,HPリジェネ+ cost6 rank7,43607,340600,7,0,100,420,51,7042,0,3301,-1
43608,HPリジェネ+ cost6 rank8,43608,340600,8,0,100,480,52,7048,0,3302,-1
43609,HPリジェネ+ cost6 rank9,43609,340600,9,0,100,540,52,7054,0,3302,-1
43610,HPリジェネ+ cost6 rank10,43610,340600,10,0,100,600,52,7060,0,3302,-1
43611,HPリジェネ+ cost6 rank11,43611,340600,11,0,100,660,53,7066,0,3303,-1
43612,HPリジェネ+ cost6 rank12,43612,340600,12,0,100,720,53,7072,0,3303,-1
43613,HPリジェネ+ cost6 rank13,43613,340600,13,0,100,780,53,7078,0,3303,-1
43614,HPリジェネ+ cost6 rank14,43614,340600,14,0,100,840,54,7084,0,3304,-1
43615,HPリジェネ+ cost6 rank15,43615,340600,15,0,100,900,54,7090,0,3304,-1
43616,HPリジェネ+ cost6 rank16,43616,340600,16,0,100,960,54,7096,0,3304,-1
43617,HPリジェネ+ cost6 rank17,43617,340600,17,0,100,1020,55,7102,0,3305,-1
43618,HPリジェネ+ cost6 rank18,43618,340600,18,0,100,1080,55,7108,0,3305,-1
43619,HPリジェネ+ cost6 rank19,43619,340600,19,0,100,1140,55,7114,0,3305,-1
43620,HPリジェネ+ cost6 rank20,43620,340600,20,0,100,1200,56,7120,0,3306,-1
44101,HPリジェネ- cost1 rank1,44101,350100,1,0,100,-10,50,7201,0,3400,-1
44102,HPリジェネ- cost1 rank2,44102,350100,2,0,100,-20,50,7207,0,3400,-1
44103,HPリジェネ- cost1 rank3,44103,350100,3,0,100,-30,50,7213,0,3400,-1
44104,HPリジェネ- cost1 rank4,44104,350100,4,0,100,-40,50,7219,0,3400,-1
44105,HPリジェネ- cost1 rank5,44105,350100,5,0,100,-50,51,7225,0,3401,-1
44106,HPリジェネ- cost1 rank6,44106,350100,6,0,100,-60,51,7231,0,3401,-1
44107,HPリジェネ- cost1 rank7,44107,350100,7,0,100,-70,51,7237,0,3401,-1
44108,HPリジェネ- cost1 rank8,44108,350100,8,0,100,-80,52,7243,0,3402,-1
44109,HPリジェネ- cost1 rank9,44109,350100,9,0,100,-90,52,7249,0,3402,-1
44110,HPリジェネ- cost1 rank10,44110,350100,10,0,100,-100,52,7255,0,3402,-1
44111,HPリジェネ- cost1 rank11,44111,350100,11,0,100,-110,53,7261,0,3403,-1
44112,HPリジェネ- cost1 rank12,44112,350100,12,0,100,-120,53,7267,0,3403,-1
44113,HPリジェネ- cost1 rank13,44113,350100,13,0,100,-130,53,7273,0,3403,-1
44114,HPリジェネ- cost1 rank14,44114,350100,14,0,100,-140,54,7279,0,3404,-1
44115,HPリジェネ- cost1 rank15,44115,350100,15,0,100,-150,54,7285,0,3404,-1
44116,HPリジェネ- cost1 rank16,44116,350100,16,0,100,-160,54,7291,0,3404,-1
44117,HPリジェネ- cost1 rank17,44117,350100,17,0,100,-170,55,7297,0,3405,-1
44118,HPリジェネ- cost1 rank18,44118,350100,18,0,100,-180,55,7303,0,3405,-1
44119,HPリジェネ- cost1 rank19,44119,350100,19,0,100,-190,55,7309,0,3405,-1
44120,HPリジェネ- cost1 rank20,44120,350100,20,0,100,-200,56,7315,0,3406,-1
44201,HPリジェネ- cost2 rank1,44201,350200,1,0,100,-20,50,7202,0,3400,-1
44202,HPリジェネ- cost2 rank2,44202,350200,2,0,100,-40,50,7208,0,3400,-1
44203,HPリジェネ- cost2 rank3,44203,350200,3,0,100,-60,50,7214,0,3400,-1
44204,HPリジェネ- cost2 rank4,44204,350200,4,0,100,-80,50,7220,0,3400,-1
44205,HPリジェネ- cost2 rank5,44205,350200,5,0,100,-100,51,7226,0,3401,-1
44206,HPリジェネ- cost2 rank6,44206,350200,6,0,100,-120,51,7232,0,3401,-1
44207,HPリジェネ- cost2 rank7,44207,350200,7,0,100,-140,51,7238,0,3401,-1
44208,HPリジェネ- cost2 rank8,44208,350200,8,0,100,-160,52,7244,0,3402,-1
44209,HPリジェネ- cost2 rank9,44209,350200,9,0,100,-180,52,7250,0,3402,-1
44210,HPリジェネ- cost2 rank10,44210,350200,10,0,100,-200,52,7256,0,3402,-1
44211,HPリジェネ- cost2 rank11,44211,350200,11,0,100,-220,53,7262,0,3403,-1
44212,HPリジェネ- cost2 rank12,44212,350200,12,0,100,-240,53,7268,0,3403,-1
44213,HPリジェネ- cost2 rank13,44213,350200,13,0,100,-260,53,7274,0,3403,-1
44214,HPリジェネ- cost2 rank14,44214,350200,14,0,100,-280,54,7280,0,3404,-1
44215,HPリジェネ- cost2 rank15,44215,350200,15,0,100,-300,54,7286,0,3404,-1
44216,HPリジェネ- cost2 rank16,44216,350200,16,0,100,-320,54,7292,0,3404,-1
44217,HPリジェネ- cost2 rank17,44217,350200,17,0,100,-340,55,7298,0,3405,-1
44218,HPリジェネ- cost2 rank18,44218,350200,18,0,100,-360,55,7304,0,3405,-1
44219,HPリジェネ- cost2 rank19,44219,350200,19,0,100,-380,55,7310,0,3405,-1
44220,HPリジェネ- cost2 rank20,44220,350200,20,0,100,-400,56,7316,0,3406,-1
44301,HPリジェネ- cost3 rank1,44301,350300,1,0,100,-30,50,7203,0,3400,-1
44302,HPリジェネ- cost3 rank2,44302,350300,2,0,100,-60,50,7209,0,3400,-1
44303,HPリジェネ- cost3 rank3,44303,350300,3,0,100,-90,50,7215,0,3400,-1
44304,HPリジェネ- cost3 rank4,44304,350300,4,0,100,-120,50,7221,0,3400,-1
44305,HPリジェネ- cost3 rank5,44305,350300,5,0,100,-150,51,7227,0,3401,-1
44306,HPリジェネ- cost3 rank6,44306,350300,6,0,100,-180,51,7233,0,3401,-1
44307,HPリジェネ- cost3 rank7,44307,350300,7,0,100,-210,51,7239,0,3401,-1
44308,HPリジェネ- cost3 rank8,44308,350300,8,0,100,-240,52,7245,0,3402,-1
44309,HPリジェネ- cost3 rank9,44309,350300,9,0,100,-270,52,7251,0,3402,-1
44310,HPリジェネ- cost3 rank10,44310,350300,10,0,100,-300,52,7257,0,3402,-1
44311,HPリジェネ- cost3 rank11,44311,350300,11,0,100,-330,53,7263,0,3403,-1
44312,HPリジェネ- cost3 rank12,44312,350300,12,0,100,-360,53,7269,0,3403,-1
44313,HPリジェネ- cost3 rank13,44313,350300,13,0,100,-390,53,7275,0,3403,-1
44314,HPリジェネ- cost3 rank14,44314,350300,14,0,100,-420,54,7281,0,3404,-1
44315,HPリジェネ- cost3 rank15,44315,350300,15,0,100,-450,54,7287,0,3404,-1
44316,HPリジェネ- cost3 rank16,44316,350300,16,0,100,-480,54,7293,0,3404,-1
44317,HPリジェネ- cost3 rank17,44317,350300,17,0,100,-510,55,7299,0,3405,-1
44318,HPリジェネ- cost3 rank18,44318,350300,18,0,100,-540,55,7305,0,3405,-1
44319,HPリジェネ- cost3 rank19,44319,350300,19,0,100,-570,55,7311,0,3405,-1
44320,HPリジェネ- cost3 rank20,44320,350300,20,0,100,-600,56,7317,0,3406,-1
44401,HPリジェネ- cost4 rank1,44401,350400,1,0,100,-40,50,7204,0,3400,-1
44402,HPリジェネ- cost4 rank2,44402,350400,2,0,100,-80,50,7210,0,3400,-1
44403,HPリジェネ- cost4 rank3,44403,350400,3,0,100,-120,50,7216,0,3400,-1
44404,HPリジェネ- cost4 rank4,44404,350400,4,0,100,-160,50,7222,0,3400,-1
44405,HPリジェネ- cost4 rank5,44405,350400,5,0,100,-200,51,7228,0,3401,-1
44406,HPリジェネ- cost4 rank6,44406,350400,6,0,100,-240,51,7234,0,3401,-1
44407,HPリジェネ- cost4 rank7,44407,350400,7,0,100,-280,51,7240,0,3401,-1
44408,HPリジェネ- cost4 rank8,44408,350400,8,0,100,-320,52,7246,0,3402,-1
44409,HPリジェネ- cost4 rank9,44409,350400,9,0,100,-360,52,7252,0,3402,-1
44410,HPリジェネ- cost4 rank10,44410,350400,10,0,100,-400,52,7258,0,3402,-1
44411,HPリジェネ- cost4 rank11,44411,350400,11,0,100,-440,53,7264,0,3403,-1
44412,HPリジェネ- cost4 rank12,44412,350400,12,0,100,-480,53,7270,0,3403,-1
44413,HPリジェネ- cost4 rank13,44413,350400,13,0,100,-520,53,7276,0,3403,-1
44414,HPリジェネ- cost4 rank14,44414,350400,14,0,100,-560,54,7282,0,3404,-1
44415,HPリジェネ- cost4 rank15,44415,350400,15,0,100,-600,54,7288,0,3404,-1
44416,HPリジェネ- cost4 rank16,44416,350400,16,0,100,-640,54,7294,0,3404,-1
44417,HPリジェネ- cost4 rank17,44417,350400,17,0,100,-680,55,7300,0,3405,-1
44418,HPリジェネ- cost4 rank18,44418,350400,18,0,100,-720,55,7306,0,3405,-1
44419,HPリジェネ- cost4 rank19,44419,350400,19,0,100,-760,55,7312,0,3405,-1
44420,HPリジェネ- cost4 rank20,44420,350400,20,0,100,-800,56,7318,0,3406,-1
44501,HPリジェネ- cost5 rank1,44501,350500,1,0,100,-50,50,7205,0,3400,-1
44502,HPリジェネ- cost5 rank2,44502,350500,2,0,100,-100,50,7211,0,3400,-1
44503,HPリジェネ- cost5 rank3,44503,350500,3,0,100,-150,50,7217,0,3400,-1
44504,HPリジェネ- cost5 rank4,44504,350500,4,0,100,-200,50,7223,0,3400,-1
44505,HPリジェネ- cost5 rank5,44505,350500,5,0,100,-250,51,7229,0,3401,-1
44506,HPリジェネ- cost5 rank6,44506,350500,6,0,100,-300,51,7235,0,3401,-1
44507,HPリジェネ- cost5 rank7,44507,350500,7,0,100,-350,51,7241,0,3401,-1
44508,HPリジェネ- cost5 rank8,44508,350500,8,0,100,-400,52,7247,0,3402,-1
44509,HPリジェネ- cost5 rank9,44509,350500,9,0,100,-450,52,7253,0,3402,-1
44510,HPリジェネ- cost5 rank10,44510,350500,10,0,100,-500,52,7259,0,3402,-1
44511,HPリジェネ- cost5 rank11,44511,350500,11,0,100,-550,53,7265,0,3403,-1
44512,HPリジェネ- cost5 rank12,44512,350500,12,0,100,-600,53,7271,0,3403,-1
44513,HPリジェネ- cost5 rank13,44513,350500,13,0,100,-650,53,7277,0,3403,-1
44514,HPリジェネ- cost5 rank14,44514,350500,14,0,100,-700,54,7283,0,3404,-1
44515,HPリジェネ- cost5 rank15,44515,350500,15,0,100,-750,54,7289,0,3404,-1
44516,HPリジェネ- cost5 rank16,44516,350500,16,0,100,-800,54,7295,0,3404,-1
44517,HPリジェネ- cost5 rank17,44517,350500,17,0,100,-850,55,7301,0,3405,-1
44518,HPリジェネ- cost5 rank18,44518,350500,18,0,100,-900,55,7307,0,3405,-1
44519,HPリジェネ- cost5 rank19,44519,350500,19,0,100,-950,55,7313,0,3405,-1
44520,HPリジェネ- cost5 rank20,44520,350500,20,0,100,-1000,56,7319,0,3406,-1
44601,HPリジェネ- cost6 rank1,44601,350600,1,0,100,-60,50,7206,0,3400,-1
44602,HPリジェネ- cost6 rank2,44602,350600,2,0,100,-120,50,7212,0,3400,-1
44603,HPリジェネ- cost6 rank3,44603,350600,3,0,100,-180,50,7218,0,3400,-1
44604,HPリジェネ- cost6 rank4,44604,350600,4,0,100,-240,50,7224,0,3400,-1
44605,HPリジェネ- cost6 rank5,44605,350600,5,0,100,-300,51,7230,0,3401,-1
44606,HPリジェネ- cost6 rank6,44606,350600,6,0,100,-360,51,7236,0,3401,-1
44607,HPリジェネ- cost6 rank7,44607,350600,7,0,100,-420,51,7242,0,3401,-1
44608,HPリジェネ- cost6 rank8,44608,350600,8,0,100,-480,52,7248,0,3402,-1
44609,HPリジェネ- cost6 rank9,44609,350600,9,0,100,-540,52,7254,0,3402,-1
44610,HPリジェネ- cost6 rank10,44610,350600,10,0,100,-600,52,7260,0,3402,-1
44611,HPリジェネ- cost6 rank11,44611,350600,11,0,100,-660,53,7266,0,3403,-1
44612,HPリジェネ- cost6 rank12,44612,350600,12,0,100,-720,53,7272,0,3403,-1
44613,HPリジェネ- cost6 rank13,44613,350600,13,0,100,-780,53,7278,0,3403,-1
44614,HPリジェネ- cost6 rank14,44614,350600,14,0,100,-840,54,7284,0,3404,-1
44615,HPリジェネ- cost6 rank15,44615,350600,15,0,100,-900,54,7290,0,3404,-1
44616,HPリジェネ- cost6 rank16,44616,350600,16,0,100,-960,54,7296,0,3404,-1
44617,HPリジェネ- cost6 rank17,44617,350600,17,0,100,-1020,55,7302,0,3405,-1
44618,HPリジェネ- cost6 rank18,44618,350600,18,0,100,-1080,55,7308,0,3405,-1
44619,HPリジェネ- cost6 rank19,44619,350600,19,0,100,-1140,55,7314,0,3405,-1
44620,HPリジェネ- cost6 rank20,44620,350600,20,0,100,-1200,56,7320,0,3406,-1
45101,リゲイン倍率+ cost1 rank1,45101,360100,1,0,100,10,50,7401,0,3500,-1
45102,リゲイン倍率+ cost1 rank2,45102,360100,2,0,100,20,50,7407,0,3500,-1
45103,リゲイン倍率+ cost1 rank3,45103,360100,3,0,100,30,50,7413,0,3500,-1
45104,リゲイン倍率+ cost1 rank4,45104,360100,4,0,100,40,50,7419,0,3500,-1
45105,リゲイン倍率+ cost1 rank5,45105,360100,5,0,100,50,51,7425,0,3501,-1
45106,リゲイン倍率+ cost1 rank6,45106,360100,6,0,100,60,51,7431,0,3501,-1
45107,リゲイン倍率+ cost1 rank7,45107,360100,7,0,100,70,51,7437,0,3501,-1
45108,リゲイン倍率+ cost1 rank8,45108,360100,8,0,100,80,52,7443,0,3502,-1
45109,リゲイン倍率+ cost1 rank9,45109,360100,9,0,100,90,52,7449,0,3502,-1
45110,リゲイン倍率+ cost1 rank10,45110,360100,10,0,100,100,52,7455,0,3502,-1
45111,リゲイン倍率+ cost1 rank11,45111,360100,11,0,100,110,53,7461,0,3503,-1
45112,リゲイン倍率+ cost1 rank12,45112,360100,12,0,100,120,53,7467,0,3503,-1
45113,リゲイン倍率+ cost1 rank13,45113,360100,13,0,100,130,53,7473,0,3503,-1
45114,リゲイン倍率+ cost1 rank14,45114,360100,14,0,100,140,54,7479,0,3504,-1
45115,リゲイン倍率+ cost1 rank15,45115,360100,15,0,100,150,54,7485,0,3504,-1
45116,リゲイン倍率+ cost1 rank16,45116,360100,16,0,100,160,54,7491,0,3504,-1
45117,リゲイン倍率+ cost1 rank17,45117,360100,17,0,100,170,55,7497,0,3505,-1
45118,リゲイン倍率+ cost1 rank18,45118,360100,18,0,100,180,55,7503,0,3505,-1
45119,リゲイン倍率+ cost1 rank19,45119,360100,19,0,100,190,55,7509,0,3505,-1
45120,リゲイン倍率+ cost1 rank20,45120,360100,20,0,100,200,56,7515,0,3506,-1
45201,リゲイン倍率+ cost2 rank1,45201,360200,1,0,100,20,50,7402,0,3500,-1
45202,リゲイン倍率+ cost2 rank2,45202,360200,2,0,100,40,50,7408,0,3500,-1
45203,リゲイン倍率+ cost2 rank3,45203,360200,3,0,100,60,50,7414,0,3500,-1
45204,リゲイン倍率+ cost2 rank4,45204,360200,4,0,100,80,50,7420,0,3500,-1
45205,リゲイン倍率+ cost2 rank5,45205,360200,5,0,100,100,51,7426,0,3501,-1
45206,リゲイン倍率+ cost2 rank6,45206,360200,6,0,100,120,51,7432,0,3501,-1
45207,リゲイン倍率+ cost2 rank7,45207,360200,7,0,100,140,51,7438,0,3501,-1
45208,リゲイン倍率+ cost2 rank8,45208,360200,8,0,100,160,52,7444,0,3502,-1
45209,リゲイン倍率+ cost2 rank9,45209,360200,9,0,100,180,52,7450,0,3502,-1
45210,リゲイン倍率+ cost2 rank10,45210,360200,10,0,100,200,52,7456,0,3502,-1
45211,リゲイン倍率+ cost2 rank11,45211,360200,11,0,100,220,53,7462,0,3503,-1
45212,リゲイン倍率+ cost2 rank12,45212,360200,12,0,100,240,53,7468,0,3503,-1
45213,リゲイン倍率+ cost2 rank13,45213,360200,13,0,100,260,53,7474,0,3503,-1
45214,リゲイン倍率+ cost2 rank14,45214,360200,14,0,100,280,54,7480,0,3504,-1
45215,リゲイン倍率+ cost2 rank15,45215,360200,15,0,100,300,54,7486,0,3504,-1
45216,リゲイン倍率+ cost2 rank16,45216,360200,16,0,100,320,54,7492,0,3504,-1
45217,リゲイン倍率+ cost2 rank17,45217,360200,17,0,100,340,55,7498,0,3505,-1
45218,リゲイン倍率+ cost2 rank18,45218,360200,18,0,100,360,55,7504,0,3505,-1
45219,リゲイン倍率+ cost2 rank19,45219,360200,19,0,100,380,55,7510,0,3505,-1
45220,リゲイン倍率+ cost2 rank20,45220,360200,20,0,100,400,56,7516,0,3506,-1
45301,リゲイン倍率+ cost3 rank1,45301,360300,1,0,100,30,50,7403,0,3500,-1
45302,リゲイン倍率+ cost3 rank2,45302,360300,2,0,100,60,50,7409,0,3500,-1
45303,リゲイン倍率+ cost3 rank3,45303,360300,3,0,100,90,50,7415,0,3500,-1
45304,リゲイン倍率+ cost3 rank4,45304,360300,4,0,100,120,50,7421,0,3500,-1
45305,リゲイン倍率+ cost3 rank5,45305,360300,5,0,100,150,51,7427,0,3501,-1
45306,リゲイン倍率+ cost3 rank6,45306,360300,6,0,100,180,51,7433,0,3501,-1
45307,リゲイン倍率+ cost3 rank7,45307,360300,7,0,100,210,51,7439,0,3501,-1
45308,リゲイン倍率+ cost3 rank8,45308,360300,8,0,100,240,52,7445,0,3502,-1
45309,リゲイン倍率+ cost3 rank9,45309,360300,9,0,100,270,52,7451,0,3502,-1
45310,リゲイン倍率+ cost3 rank10,45310,360300,10,0,100,300,52,7457,0,3502,-1
45311,リゲイン倍率+ cost3 rank11,45311,360300,11,0,100,330,53,7463,0,3503,-1
45312,リゲイン倍率+ cost3 rank12,45312,360300,12,0,100,360,53,7469,0,3503,-1
45313,リゲイン倍率+ cost3 rank13,45313,360300,13,0,100,390,53,7475,0,3503,-1
45314,リゲイン倍率+ cost3 rank14,45314,360300,14,0,100,420,54,7481,0,3504,-1
45315,リゲイン倍率+ cost3 rank15,45315,360300,15,0,100,450,54,7487,0,3504,-1
45316,リゲイン倍率+ cost3 rank16,45316,360300,16,0,100,480,54,7493,0,3504,-1
45317,リゲイン倍率+ cost3 rank17,45317,360300,17,0,100,510,55,7499,0,3505,-1
