ID,Description,variationId,behaviorJudgeId,ezStateBehaviorType_old,refType,refId,sfxVariationId,stamina,mp,category,heroPoint
212600106,"c1260_蛇玉（子）・小_噛みつき1_前細首（ダミポリ17）",12600,106,2,0,126006,0,0,0,6,0
212600107,"c1260_蛇玉（子）・小_噛みつき1_左細首（ダミポリ21）",12600,107,2,0,126007,0,0,0,6,0
212600108,"c1260_蛇玉（子）・小_噛みつき1_左細首（ダミポリ23）",12600,108,2,0,126008,0,0,0,6,0
212600110,"c1260_蛇玉（子）・小_噛みつき2_右太首（ダミポリ16）",12600,110,2,0,126010,0,0,0,6,0
212600111,"c1260_蛇玉（子）・小_噛みつき2_中太首（ダミポリ13）",12600,111,2,0,126011,0,0,0,6,0
212600112,"c1260_蛇玉（子）・小_噛みつき2_左太首（ダミポリ10）",12600,112,2,0,126012,0,0,0,6,0
212600113,"c1260_蛇玉（子）・小_噛みつき2_後ろ細首（ダミポリ11）",12600,113,2,0,126013,0,0,0,6,0
212600114,"c1260_蛇玉（子）・小_噛みつき2_左細首（ダミポリ12）",12600,114,2,0,126014,0,0,0,6,0
212600115,"c1260_蛇玉（子）・小_噛みつき2_前細首（ダミポリ14）",12600,115,2,0,126015,0,0,0,6,0
212600116,"c1260_蛇玉（子）・小_噛みつき2_前細首（ダミポリ17）",12600,116,2,0,126016,0,0,0,6,0
212600117,"c1260_蛇玉（子）・小_噛みつき2_左細首（ダミポリ21）",12600,117,2,0,126017,0,0,0,6,0
212600118,"c1260_蛇玉（子）・小_噛みつき2_左細首（ダミポリ23）",12600,118,2,0,126018,0,0,0,6,0
212600120,"c1260_蛇玉（子）・小_大噛みつき_右太首（ダミポリ16）",12600,120,2,0,126020,0,0,0,6,0
212600121,"c1260_蛇玉（子）・小_大噛みつき_中太首（ダミポリ13）",12600,121,2,0,126021,0,0,0,6,0
212600122,"c1260_蛇玉（子）・小_大噛みつき_左太首（ダミポリ10）",12600,122,2,0,126022,0,0,0,6,0
212600123,"c1260_蛇玉（子）・小_大噛みつき_後ろ細首（ダミポリ11）",12600,123,2,0,126023,0,0,0,6,0
212600124,"c1260_蛇玉（子）・小_大噛みつき_左細首（ダミポリ12）",12600,124,2,0,126024,0,0,0,6,0
212600125,"c1260_蛇玉（子）・小_大噛みつき_前細首（ダミポリ14）",12600,125,2,0,126025,0,0,0,6,0
212600126,"c1260_蛇玉（子）・小_大噛みつき_前細首（ダミポリ17）",12600,126,2,0,126026,0,0,0,6,0
212600127,"c1260_蛇玉（子）・小_大噛みつき_左細首（ダミポリ21）",12600,127,2,0,126027,0,0,0,6,0
212600128,"c1260_蛇玉（子）・小_大噛みつき_左細首（ダミポリ23）",12600,128,2,0,126028,0,0,0,6,0
212600130,"c1260_蛇玉（子）・小_コンビ噛みつき_右太首（ダミポリ16）",12600,130,2,0,126030,0,0,0,6,0
212600131,"c1260_蛇玉（子）・小_コンビ噛みつき_中太首（ダミポリ13）",12600,131,2,0,126031,0,0,0,6,0
212600132,"c1260_蛇玉（子）・小_コンビ噛みつき_左太首（ダミポリ10）",12600,132,2,0,126032,0,0,0,6,0
212600133,"c1260_蛇玉（子）・小_コンビ噛みつき_後ろ細首（ダミポリ11）",12600,133,2,0,126033,0,0,0,6,0
212600134,"c1260_蛇玉（子）・小_コンビ噛みつき_左細首（ダミポリ12）",12600,134,2,0,126034,0,0,0,6,0
212600135,"c1260_蛇玉（子）・小_コンビ噛みつき_前細首（ダミポリ14）",12600,135,2,0,126035,0,0,0,6,0
212600136,"c1260_蛇玉（子）・小_コンビ噛みつき_前細首（ダミポリ17）",12600,136,2,0,126036,0,0,0,6,0
212600137,"c1260_蛇玉（子）・小_コンビ噛みつき_左細首（ダミポリ21）",12600,137,2,0,126037,0,0,0,6,0
212600138,"c1260_蛇玉（子）・小_コンビ噛みつき_左細首（ダミポリ23）",12600,138,2,0,126038,0,0,0,6,0
212600140,"c1260_蛇玉（子）・小_のたうちまわる_右太首（ダミポリ16）",12600,140,2,0,126040,0,0,0,6,0
212600141,"c1260_蛇玉（子）・小_のたうちまわる_中太首（ダミポリ13）",12600,141,2,0,126041,0,0,0,6,0
212600142,"c1260_蛇玉（子）・小_のたうちまわる_左太首（ダミポリ10）",12600,142,2,0,126042,0,0,0,6,0
212600143,"c1260_蛇玉（子）・小_のたうちまわる_後ろ細首（ダミポリ11）",12600,143,2,0,126043,0,0,0,6,0
212600144,"c1260_蛇玉（子）・小_のたうちまわる_左細首（ダミポリ12）",12600,144,2,0,126044,0,0,0,6,0
212600145,"c1260_蛇玉（子）・小_のたうちまわる_前細首（ダミポリ14）",12600,145,2,0,126045,0,0,0,6,0
212600146,"c1260_蛇玉（子）・小_のたうちまわる_前細首（ダミポリ17）",12600,146,2,0,126046,0,0,0,6,0
212600147,"c1260_蛇玉（子）・小_のたうちまわる_左細首（ダミポリ21）",12600,147,2,0,126047,0,0,0,6,0
212600148,"c1260_蛇玉（子）・小_のたうちまわる_左細首（ダミポリ23）",12600,148,2,0,126048,0,0,0,6,0
212600150,"c1260_蛇玉（子）・小_毒吐き",12600,150,2,1,126050,0,0,0,6,0
212700100,"c1270_吸血豚_体当たり（走り始め・走り終わり）",12700,100,2,0,127000,0,0,0,6,0
212700101,"c1270_吸血豚_体当たり（走り中）",12700,101,2,0,127001,0,0,0,6,0
212700102,"c1270_吸血豚_体当たり（首振り上げ）",12700,102,2,0,127002,0,0,0,6,0
212700110,"c1270_吸血豚_首ぶんぶん振り回し(左)",12700,110,2,0,127010,0,0,0,7,0
212700120,"c1270_吸血豚_首ぶんぶん振り回し（右）",12700,120,2,0,127011,0,0,0,6,0
212700130,"c1270_吸血豚_左旋回しつつ首振り",12700,130,2,0,127020,0,0,0,7,0
212700140,"c1270_吸血豚_右旋回しつつ首振り",12700,140,2,0,127021,0,0,0,6,0
212700150,"c1270_吸血豚_あごプレス",12700,150,2,0,127030,0,0,0,6,0
212700160,"c1270_吸血豚_立ち上がりボディプレス（その場で）",12700,160,2,0,127040,0,0,0,6,0
212700170,"c1270_吸血豚_立ち上がりボディプレス（数歩歩いて）",12700,170,2,0,127041,0,0,0,6,0
212700180,"c1270_吸血豚_首広範囲振り回し（左）",12700,180,2,0,127050,0,0,0,7,0
212700190,"c1270_吸血豚_首広範囲振り回し（右）",12700,190,2,0,127051,0,0,0,6,0
212700200,"c1270_吸血豚_首を振りつつ体当たり",12700,200,2,0,127060,0,0,0,6,0
212700210,"c1270_吸血豚_後ろ蹴り",12700,210,2,0,127090,0,0,0,6,0
212700300,"c1270_吸血豚_ゲップ（森版）",12700,300,2,1,127070,0,0,0,6,0
212700301,"c1270_吸血豚_ゲップ（トラップロード版）",12700,301,2,1,127080,0,0,0,6,0
212900100,"c1290_異形ビースト（雌）＿素手　連続引っかき（1撃目）",12900,100,2,0,129000,0,0,0,6,0
212900110,"c1290_異形ビースト（雌）＿素手　連続引っかき（2撃目）",12900,110,2,0,129001,0,0,0,7,0
212900120,"c1290_異形ビースト（雌）＿素手　体当たり",12900,120,2,0,129002,0,0,0,6,0
212900130,"c1290_異形ビースト（雌）＿素手　暴れ引っかき（1撃目）",12900,130,2,0,129003,0,0,0,6,0
212900140,"c1290_異形ビースト（雌）＿素手　暴れ引っかき（2撃目）",12900,140,2,0,129004,0,0,0,7,0
212900150,"c1290_異形ビースト（雌）＿素手　暴れ引っかき（3撃目）",12900,150,2,0,129005,0,0,0,6,0
212900160,"c1290_異形ビースト（雌）＿素手　暴れ引っかき（4撃目）",12900,160,2,0,129006,0,0,0,7,0
212900170,"c1290_異形ビースト（雌）＿素手　暴れ引っかき（5撃目）",12900,170,2,0,129007,0,0,0,6,0
212900180,"c1290_異形ビースト（雌）＿素手　暴れ引っかき（6撃目）",12900,180,2,0,129008,0,0,0,7,0
212900190,"c1290_異形ビースト（雌）＿素手　暴れ引っかき（7撃目）",12900,190,2,0,129009,0,0,0,6,0
212900200,"c1290_異形ビースト（雌）＿素手　爪突き刺し",12900,200,2,0,129010,0,0,0,6,0
212900210,"c1290_異形ビースト（雌）＿素手　パワー引っかき",12900,210,2,0,129011,0,0,0,7,0
212900220,"c1290_異形ビースト（雌）＿素手　スピード引っかき",12900,220,2,0,129012,0,0,0,6,0
212900230,"c1290_異形ビースト（雌）＿素手　引っかき上げ",12900,230,2,0,129013,0,0,0,6,0
212900240,"c1290_異形ビースト（雌）＿素手　飛び右手引っかき",12900,240,2,0,129014,0,0,0,6,0
212900250,"c1290_異形ビースト（雌）＿素手　飛び左手引っかき",12900,250,2,0,129015,0,0,0,7,0
212900260,"c1290_異形ビースト（雌）＿素手　走って急接近して引っかく",12900,260,2,0,129016,0,0,0,6,0
212900270,"c1290_異形ビースト（雌）＿素手　両手で飛び込んで引っかく",12900,270,2,0,129017,0,0,0,6,0
212900280,"c1290_異形ビースト（雌）＿素手　ノーモーション走り引っかき",12900,280,2,0,129018,0,0,0,6,0
212900290,"c1290_異形ビースト（雌）＿素手　ショート飛び右手引っかき",12900,290,2,0,129019,0,0,0,6,0
212900300,"c1290_異形ビースト（雌）＿素手　叫ぶ",12900,300,2,1,129020,0,0,0,6,0
212900301,"c1290_異形ビースト（雌）＿素手　死亡通知",12900,301,2,1,129021,0,0,0,6,0
212900310,"c1290_異形ビースト（雌）＿素手　掴みかかる",12900,310,2,0,129022,0,0,0,6,0
212900311,"c1290_異形ビースト（雌）＿素手　投げ本体",12900,311,2,0,129023,0,0,0,6,0
212900320,"c1290_異形ビースト（雌）＿素手　部屋から現れる",12900,320,2,0,129030,0,0,0,6,0
213000100,"c1300_死と闇の眷属_針攻撃",13000,100,2,0,130000,0,0,0,6,0
213000110,"c1300_死と闇の眷属_飛びかかり",13000,110,2,0,130010,0,0,0,6,0
213000120,"c1300_死と闇の眷属_尻から毒液",13000,120,2,1,130020,0,0,0,6,0
213000140,"c1300_死と闇の眷属_前進連続攻撃１",13000,140,2,0,130040,0,0,0,6,0
213000150,"c1300_死と闇の眷属_前進連続攻撃２",13000,150,2,0,130050,0,0,0,7,0
213000160,"c1300_死と闇の眷属_前進連続攻撃３",13000,160,2,0,130060,0,0,0,6,0
213000170,"c1300_死と闇の眷属_脚振り回し（右脚）",13000,170,2,0,130070,0,0,0,6,0
213000171,"c1300_死と闇の眷属_脚振り回し（左脚）",13000,171,2,0,130071,0,0,0,7,0
213000172,"c1300_死と闇の眷属_脚振り回し（両脚突き）",13000,172,2,0,130072,0,0,0,6,0
213000180,"c1300_死と闇の眷属_回転後に尻から毒液",13000,180,2,1,130080,0,0,0,6,0
213000830,"c1300_死と闇の眷属_魔法攻撃",13000,830,2,1,130030,0,0,0,6,0
213000831,"c1300_死と闇の眷属_魔法攻撃_コズミック",13000,831,2,1,130031,0,0,0,6,0
214000100,"c1400_白痴の蜘蛛（子）_突き刺しコンボ1",14000,100,2,0,140000,0,0,0,6,0
214000101,"c1400_白痴の蜘蛛（子）_突き刺しコンボ2",14000,101,2,0,140001,0,0,0,7,0
214000110,"c1400_白痴の蜘蛛（子）_連続突き刺し_1段目",14000,110,2,0,140002,0,0,0,7,0
214000111,"c1400_白痴の蜘蛛（子）_連続突き刺し_2段目",14000,111,2,0,140003,0,0,0,7,0
214000112,"c1400_白痴の蜘蛛（子）_連続突き刺し_3段目",14000,112,2,0,140004,0,0,0,6,0
214000113,"c1400_白痴の蜘蛛（子）_連続突き刺し_4段目",14000,113,2,0,140005,0,0,0,6,0
214000120,"c1400_白痴の蜘蛛（子）_両足突き刺し",14000,120,2,0,140006,0,0,0,6,0
214000130,"c1400_白痴の蜘蛛（子）_前進フック",14000,130,2,0,140007,0,0,0,7,0
214000140,"c1400_白痴の蜘蛛（子）_後退フック",14000,140,2,0,140008,0,0,0,6,0
214000150,"c1400_白痴の蜘蛛（子）_頭突き",14000,150,2,0,140009,0,0,0,6,0
214000160,"c1400_白痴の蜘蛛（子）_ジャンプ両足突き刺し",14000,160,2,0,140010,0,0,0,6,0
214000170,"c1400_白痴の蜘蛛（子）_口からなにかを吐く",14000,170,2,1,140011,0,0,0,6,0
214000180,"c1400_白痴の蜘蛛（子）_尻からなにかを吐く",14000,180,2,1,140012,0,0,0,6,0
214000190,"c1400_白痴の蜘蛛（子）_フックコンボ1",14000,190,2,0,140013,0,0,0,6,0
214000191,"c1400_白痴の蜘蛛（子）_フックコンボ2",14000,191,2,0,140014,0,0,0,7,0
214000200,"c1400_白痴の蜘蛛（子）_ステップ攻撃_左",14000,200,2,0,140015,0,0,0,7,0
214000201,"c1400_白痴の蜘蛛（子）_ステップ攻撃_右",14000,201,2,0,140016,0,0,0,6,0
214000210,"c1400_白痴の蜘蛛（子）_ラッシュ_1段目",14000,210,2,0,140017,0,0,0,7,0
214000211,"c1400_白痴の蜘蛛（子）_ラッシュ_2段目",14000,211,2,0,140018,0,0,0,6,0
214000212,"c1400_白痴の蜘蛛（子）_ラッシュ_3段目",14000,212,2,0,140019,0,0,0,7,0
214000213,"c1400_白痴の蜘蛛（子）_ラッシュ_4段目",14000,213,2,0,140020,0,0,0,6,0
214000214,"c1400_白痴の蜘蛛（子）_ラッシュ_5段目",14000,214,2,0,140021,0,0,0,7,0
214000215,"c1400_白痴の蜘蛛（子）_ラッシュ_6段目",14000,215,2,0,140022,0,0,0,6,0
214000600,"c1400_白痴の蜘蛛（子）_ガード",14000,600,2,0,140090,0,0,0,6,0
220000100,"c2000_処刑人_両手斧振りぬき",20000,100,2,0,200000,0,0,0,7,0
220000110,"c2000_処刑人_連続攻撃１撃目斧",20000,110,2,0,200010,0,0,0,6,0
220000120,"c2000_処刑人_連続攻撃２撃目斧",20000,120,2,0,200011,0,0,0,7,0
220000130,"c2000_処刑人_連続攻撃３撃目拳骨",20000,130,2,0,200012,0,0,0,7,0
220000140,"c2000_処刑人_斧押さえ叩きつけ",20000,140,2,0,200020,0,0,0,6,0
220000150,"c2000_処刑人_回転なぎ払い",20000,150,2,0,200030,0,0,0,7,0
220000160,"c2000_処刑人_かち上げ",20000,160,2,0,200040,0,0,0,6,0
220000170,"c2000_処刑人_走りなぎ払い",20000,170,2,0,200050,0,0,0,6,0
220000180,"c2000_処刑人_頭突き",20000,180,2,0,200060,0,0,0,6,0
220000190,"c2000_処刑人_飛び込み叩き付け短",20000,190,2,0,200070,0,0,0,6,0
220000200,"c2000_処刑人_飛び込み叩き付け中",20000,200,2,0,200071,0,0,0,6,0
220000210,"c2000_処刑人_飛び込み叩き付け長",20000,210,2,0,200072,0,0,0,6,0
220000220,"c2000_処刑人_抱きしめ首狩り",20000,220,2,0,200080,0,0,0,6,0
220000230,"c2000_処刑人_抱きしめ接近首狩り",20000,230,2,0,200081,0,0,0,6,0
220000240,"c2000_処刑人_首狩り【投げ】",20000,240,2,0,200082,0,0,0,6,0
220000250,"c2000_処刑人_大斧投げ",20000,250,2,1,200083,0,0,0,6,0
220000600,"c2000_処刑人_ガード",20000,600,2,0,200090,0,0,0,6,0
220100100,"c2010_墓掘り_鉤コンボ1",20100,100,2,0,201000,0,0,0,6,0
220100101,"c2010_墓掘り_鉤コンボ2",20100,101,2,0,201001,0,0,0,7,0
220100102,"c2010_墓掘り_鉤コンボ3-1",20100,102,2,0,201002,0,0,0,6,0
220100103,"c2010_墓掘り_鉤コンボ3-2（投げ）",20100,103,2,0,201003,0,0,0,6,0
220100110,"c2010_墓掘り_暴れ殴り(1撃目)",20100,110,2,0,201010,0,0,0,6,0
220100111,"c2010_墓掘り_暴れ殴り(2撃目)",20100,111,2,0,201011,0,0,0,7,0
220100112,"c2010_墓掘り_暴れ殴り(3撃目)",20100,112,2,0,201012,0,0,0,6,0
220100113,"c2010_墓掘り_暴れ殴り(4撃目)",20100,113,2,0,201013,0,0,0,7,0
220100120,"c2010_墓掘り_暴れ殴り鉤投げ",20100,120,2,0,201015,0,0,0,6,0
220100130,"c2010_墓掘り_ダッシュ引っかき",20100,130,2,0,201020,0,0,0,6,0
220100140,"c2010_墓掘り_ダッシュ蹴り",20100,140,2,0,201025,0,0,0,9,0
220100150,"c2010_墓掘り_ジャンプ引っかき投げ",20100,150,2,0,201030,0,0,0,6,0
220100155,"c2010_墓掘り_鉤引っ掛け投げ（前）",20100,155,2,0,201035,0,0,0,6,0
220100156,"c2010_墓掘り_鉤引っ掛け投げ（後）",20100,156,2,0,201036,0,0,0,6,0
220100160,"c2010_墓掘り_つるはしコンボ1",20100,160,2,0,201040,0,0,0,7,0
220100161,"c2010_墓掘り_つるはしコンボ2",20100,161,2,0,201041,0,0,0,6,0
220100162,"c2010_墓掘り_つるはしコンボ3_1撃目",20100,162,2,0,201042,0,0,0,7,0
220100163,"c2010_墓掘り_つるはしコンボ3_2撃目",20100,163,2,0,201043,0,0,0,7,0
220100170,"c2010_墓掘り_両手振り下ろし",20100,170,2,0,201050,0,0,0,6,0
220100180,"c2010_墓掘り_連続振り回し(1撃目)",20100,180,2,0,201060,0,0,0,6,0
220100181,"c2010_墓掘り_連続振り回し(2撃目)",20100,181,2,0,201061,0,0,0,7,0
220100182,"c2010_墓掘り_連続振り回し(3撃目)",20100,182,2,0,201062,0,0,0,6,0
220100183,"c2010_墓掘り_連続振り回し(4撃目)",20100,183,2,0,201063,0,0,0,7,0
220100190,"c2010_墓掘り_ダッシュつるはし",20100,190,2,0,201070,0,0,0,6,0
220100200,"c2010_墓掘り_ダッシュ蹴り",20100,200,2,0,201075,0,0,0,9,0
220100210,"c2010_墓掘り_押し出し",20100,210,2,0,201080,0,0,0,6,0
220100220,"c2010_墓掘り_フルスイング打ち上げ",20100,220,2,0,201090,0,0,0,6,0
220100230,"c2010_墓掘り_つるはし振りおろしコンボ1撃目",20100,230,2,0,201095,0,0,0,6,0
220100231,"c2010_墓掘り_つるはし振りおろしコンボ2撃目",20100,231,2,0,201096,0,0,0,7,0
220100240,"c2010_墓掘り_片手で射撃",20100,240,2,1,201100,0,0,0,6,0
220100250,"c2010_墓掘り_油沼延焼弾丸_大",20100,250,2,1,2900710,0,0,0,6,0
220100251,"c2010_墓掘り_油沼延焼弾丸_小",20100,251,2,1,2900730,0,0,0,6,0
220100252,"c2010_墓掘り_油沼延焼弾丸_中",20100,252,2,1,2900720,0,0,0,6,0
220200100,"c2020_人さらい_殴る",20200,100,2,0,202000,0,0,0,6,0
220200110,"c2020_人さらい_蹴り",20200,110,2,0,202001,0,0,0,6,0
220200120,"c2020_人さらい_袋で殴る",20200,120,2,0,202005,0,0,0,7,0
220200130,"c2020_人さらい_飛び込む（右足）",20200,130,2,0,202008,0,0,0,6,0
220200131,"c2020_人さらい_飛び込む（こぶし）",20200,131,2,0,202009,0,0,0,6,0
220200140,"c2020_人さらい_喉輪（掴み）",20200,140,2,0,202010,0,0,0,6,0
220200150,"c2020_人さらい_喉輪（持ち上げ叩き）",20200,150,2,0,202011,0,0,0,6,0
220200160,"c2020_人さらい_喉輪（殺す）",20200,160,2,0,202012,0,0,0,6,0
220200170,"c2020_人さらい_魔法1",20200,170,2,1,202015,0,0,0,6,0
220200180,"c2020_人さらい_魔法2",20200,180,2,1,202016,0,0,0,6,0
220200190,"c2020_人さらい_キレる",20200,190,2,0,202018,0,0,0,6,0
220200200,"c2020_人さらい_殴り暴れる（殴り）",20200,200,2,0,202020,0,0,0,6,0
220200201,"c2020_人さらい_殴り暴れる（ふり殴り右）",20200,201,2,0,202021,0,0,0,6,0
220200202,"c2020_人さらい_殴り暴れる（ふり殴り左）",20200,202,2,0,202022,0,0,0,6,0
220200203,"c2020_人さらい_殴り暴れる（叩きつけ１）",20200,203,2,0,202023,0,0,0,6,0
220200204,"c2020_人さらい_殴り暴れる（叩きつけ２）",20200,204,2,0,202024,0,0,0,6,0
220200210,"c2020_人さらい_袋を振り回す（１段目）",20200,210,2,0,202025,0,0,0,7,0
220200211,"c2020_人さらい_袋を振り回す（２段目）",20200,211,2,0,202026,0,0,0,7,0
220200220,"c2020_人さらい_走り打ち上げ",20200,220,2,0,202028,0,0,0,6,0
220200230,"c2020_人さらい_払う",20200,230,2,0,202030,0,0,0,7,0
220200240,"c2020_人さらい_叩きつける",20200,240,2,0,202035,0,0,0,6,0
220200250,"c2020_人さらい_蹴りつける",20200,250,2,0,202040,0,0,0,6,0
220200260,"c2020_人さらい_張り手",20200,260,2,0,202045,0,0,0,6,0
220200270,"c2020_人さらい_バクステ攻撃",20200,270,2,0,202050,0,0,0,6,0
220300100,"c2030_聖堂騎士_斬りコンボ1",20300,100,2,0,203000,0,0,0,6,0
220300101,"c2030_聖堂騎士_斬りコンボ2",20300,101,2,0,203001,0,0,0,6,0
220300102,"c2030_聖堂騎士_斬りコンボ3",20300,102,2,0,203002,0,0,0,6,0
220300110,"c2030_聖堂騎士_強斬りコンボ1",20300,110,2,0,203010,0,0,0,6,0
220300111,"c2030_聖堂騎士_強斬りコンボ2",20300,111,2,0,203011,0,0,0,6,0
220300120,"c2030_聖堂騎士_ダッシュ斬り",20300,120,2,0,203020,0,0,0,6,0
220300130,"c2030_聖堂騎士_ジャンプ斬り",20300,130,2,0,203022,0,0,0,6,0
220300140,"c2030_聖堂騎士_斬撃ラッシュ（1撃目）",20300,140,2,0,203024,0,0,0,6,0
220300141,"c2030_聖堂騎士_斬撃ラッシュ（2撃目）",20300,141,2,0,203025,0,0,0,6,0
220300142,"c2030_聖堂騎士_斬撃ラッシュ（3撃目）",20300,142,2,0,203026,0,0,0,6,0
220300143,"c2030_聖堂騎士_斬撃ラッシュ（4撃目）",20300,143,2,0,203027,0,0,0,6,0
220300150,"c2030_聖堂騎士_盾殴りコンボ1",20300,150,2,0,203031,0,0,0,6,0
220300151,"c2030_聖堂騎士_盾殴りコンボ2",20300,151,2,0,203032,0,0,0,6,0
220300160,"c2030_聖堂騎士_ガード突きコンボ1",20300,160,2,0,203040,0,0,0,6,0
220300161,"c2030_聖堂騎士_ガード突きコンボ2",20300,161,2,0,203041,0,0,0,6,0
220300162,"c2030_聖堂騎士_ガード突きコンボ3",20300,162,2,0,203042,0,0,0,6,0
220300170,"c2030_聖堂騎士_突きコンボ1",20300,170,2,0,203050,0,0,0,6,0
220300171,"c2030_聖堂騎士_突きコンボ2",20300,171,2,0,203051,0,0,0,6,0
220300180,"c2030_聖堂騎士_ダッシュ突き",20300,180,2,0,203060,0,0,0,6,0
220300190,"c2030_聖堂騎士_ジャンプ突き",20300,190,2,0,203062,0,0,0,6,0
220300200,"c2030_聖堂騎士_バックステップ突き",20300,200,2,0,203064,0,0,0,6,0
220300210,"c2030_聖堂騎士_全力突き",20300,210,2,0,203066,0,0,0,6,0
220300215,"c2030_聖堂騎士_ガード前走行",20300,215,2,0,203068,0,0,0,6,0
220300220,"c2030_聖堂騎士_払いコンボ1",20300,220,2,0,203070,0,0,0,6,0
220300221,"c2030_聖堂騎士_払いコンボ2",20300,221,2,0,203071,0,0,0,6,0
220300223,"c2030_聖堂騎士_払いコンボ3",20300,223,2,0,203072,0,0,0,6,0
220300230,"c2030_聖堂騎士_回転払いコンボ1",20300,230,2,0,203080,0,0,0,6,0
220300231,"c2030_聖堂騎士_回転払いコンボ2",20300,231,2,0,203081,0,0,0,6,0
220300240,"c2030_聖堂騎士_ダッシュ払い",20300,240,2,0,203090,0,0,0,6,0
220300250,"c2030_聖堂騎士_ジャンプ払い",20300,250,2,0,203092,0,0,0,6,0
220300260,"c2030_聖堂騎士_突き上げ斬り下ろし（1撃目）",20300,260,2,0,203094,0,0,0,6,0
220300261,"c2030_聖堂騎士_突き上げ斬り下ろし（2撃目）",20300,261,2,0,203095,0,0,0,6,0
220300270,"c2030_聖堂騎士_フルスイング",20300,270,2,0,203096,0,0,0,6,0
220300900,"c2030 聖堂騎士_ガード",20300,900,2,0,203098,0,0,0,6,0
220400100,"c2040_操り骸_殴りつけ１",20400,100,2,0,204000,0,0,0,6,0
220400101,"c2040_操り骸_殴りつけ２",20400,101,2,0,204001,0,0,0,7,0
220400110,"c2040_操り骸_前蹴り",20400,110,2,0,204010,0,0,0,6,0
220400120,"c2040_操り骸_腕飛ばし",20400,120,2,0,204020,0,0,0,6,0
220400130,"c2040_操り骸_押し出しキック",20400,130,2,0,204030,0,0,0,6,0
220400140,"c2040_操り骸_両手叩きつけ",20400,140,2,0,204040,0,0,0,6,0
220400150,"c2040_操り骸_突進殴り",20400,150,2,0,204050,0,0,0,6,0
220400160,"c2040_操り骸_腕振り回し_1撃目",20400,160,2,0,204060,0,0,0,6,0
220400161,"c2040_操り骸_腕振り回し_2撃目",20400,161,2,0,204061,0,0,0,7,0
220400162,"c2040_操り骸_腕振り回し_3撃目",20400,162,2,0,204062,0,0,0,6,0
220400163,"c2040_操り骸_腕振り回し_4撃目",20400,163,2,0,204063,0,0,0,7,0
220400164,"c2040_操り骸_腕振り回し_5撃目",20400,164,2,0,204064,0,0,0,6,0
220400165,"c2040_操り骸_腕振り回し_6撃目",20400,165,2,0,204065,0,0,0,6,0
220400170,"c2040_操り骸_噛み付き",20400,170,2,0,204070,0,0,0,6,0
220400180,"c2040_操り骸_腕を横に払う",20400,180,2,0,204080,0,0,0,7,0
220400190,"c2040_操り骸_殴りつけ３",20400,190,2,0,204090,0,0,0,6,0
220500100,"c2050_狂気の悪霊_鎌コンボ１",20500,100,2,0,205000,0,0,0,6,0
220500110,"c2050_狂気の悪霊_鎌コンボ２",20500,110,2,0,205001,0,0,0,6,0
220500120,"c2050_狂気の悪霊_鎌コンボ３－１",20500,120,2,0,205002,0,0,0,6,0
220500130,"c2050_狂気の悪霊_鎌コンボ３－２",20500,130,2,0,205003,0,0,0,6,0
220500140,"c2050_狂気の悪霊_右手コンボ１",20500,140,2,0,205004,0,0,0,7,0
220500150,"c2050_狂気の悪霊_右手コンボ２（1撃目）",20500,150,2,0,205005,0,0,0,7,0
220500151,"c2050_狂気の悪霊_右手コンボ２（2撃目）",20500,151,2,0,205006,0,0,0,7,0
220500160,"c2050_狂気の悪霊_右手コンボ３",20500,160,2,0,205007,0,0,0,7,0
220500170,"c2050_狂気の悪霊_鎌振り下ろし",20500,170,2,0,205008,0,0,0,6,0
220500180,"c2050_狂気の悪霊_かき寄せ",20500,180,2,0,205009,0,0,0,6,0
220500190,"c2050_狂気の悪霊_飛び込みぶっ刺し（短）",20500,190,2,0,205010,0,0,0,6,0
220500200,"c2050_狂気の悪霊_飛び込みぶっ刺し（長）",20500,200,2,0,205011,0,0,0,6,0
220500210,"c2050_狂気の悪霊_暴れ（少）（1撃目）",20500,210,2,0,205012,0,0,0,6,0
220500211,"c2050_狂気の悪霊_暴れ（少）（2撃目）",20500,211,2,0,205013,0,0,0,6,0
220500212,"c2050_狂気の悪霊_暴れ（少）（3撃目）",20500,212,2,0,205014,0,0,0,6,0
220500213,"c2050_狂気の悪霊_暴れ（少）（4撃目）",20500,213,2,0,205015,0,0,0,6,0
220500220,"c2050_狂気の悪霊_暴れ（多）（1撃目）",20500,220,2,0,205016,0,0,0,6,0
220500221,"c2050_狂気の悪霊_暴れ（多）（2撃目）",20500,221,2,0,205017,0,0,0,6,0
220500222,"c2050_狂気の悪霊_暴れ（多）（3撃目）",20500,222,2,0,205018,0,0,0,7,0
220500223,"c2050_狂気の悪霊_暴れ（多）（4撃目）",20500,223,2,0,205019,0,0,0,6,0
220500224,"c2050_狂気の悪霊_暴れ（多）（5撃目）",20500,224,2,0,205020,0,0,0,6,0
220500225,"c2050_狂気の悪霊_暴れ（多）（6撃目）",20500,225,2,0,205021,0,0,0,6,0
220500226,"c2050_狂気の悪霊_暴れ（多）（7撃目）",20500,226,2,0,205022,0,0,0,6,0
220500230,"c2050_狂気の悪霊_ダッシュ鎌薙ぎ",20500,230,2,0,205023,0,0,0,6,0
220500240,"c2050_狂気の悪霊_ダッシュアッパー",20500,240,2,0,205024,0,0,0,7,0
