ID,Description,isUnique:1,gemNameIdOffset,disableSlotRateModify:1,slotTypeRateA,slotTypeRateB,slotTypeRateC,slotTypeRateD,slotTypeRateE,slotTypeRateF,gemRankDoping,gemeffectGenParamType_0,gemeffectGenParam_0,manifestRate_0,negativizeRate_0,gemeffectGenParamType_1,gemeffectGenParam_1,manifestRate_1,negativizeRate_1,gemeffectGenParamType_2,gemeffectGenParam_2,manifestRate_2,negativizeRate_2,gemeffectGenParamType_3,gemeffectGenParam_3,manifestRate_3,negativizeRate_3,gemeffectGenParamType_4,gemeffectGenParam_4,manifestRate_4,negativizeRate_4,gemeffectGenParamType_5,gemeffectGenParam_5,manifestRate_5,negativizeRate_5,equipableSegmentBody:1,equipableSegmentWeapon:1,unremovable:1,isGuestDrop:1
2220,【銃系】 総コスト4,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2012,100.0,0.0,3,2002,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
2300,【銃系】 総コスト3,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2013,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
2310,【銃系】 総コスト4,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2013,100.0,0.0,3,2001,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
2400,【銃系】 総コスト4,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2014,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50000,NPC,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50005,NPC：滅ぼす者【特殊敵】,0,0,1,100.0,1.0,1.0,1.0,-1.0,1.0,1,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50006,NPC：カインの血族騎士【特殊敵】,0,0,1,1.0,100.0,1.0,1.0,-1.0,1.0,1,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50007,NPC：血族狩り【特殊敵】,0,0,1,1.0,1.0,100.0,1.0,-1.0,1.0,1,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50010,NPC【ボス】,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,2,3,2013,100.0,0.0,3,2001,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50100,猟犬,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50101,猟犬（月）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50105,猟犬【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50106,猟犬（月）【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50200,司祭,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,12,100.0,0.0,2,60200,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50300,脳喰らい,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,12,100.0,0.0,2,50200,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50310,脳喰らい【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,4,12,100.0,0.0,2,50200,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50320,脳喰らい【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,4,12,100.0,0.0,2,50200,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50400,異形ビースト,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,12,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50405,異形ビースト【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,14,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50500,さまよう狂気（小）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,13,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50600,墓守サソリ,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,291100,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50601,墓守りサソリ（子持ち）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,291200,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50605,墓守サソリ【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,291300,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50606,墓守りサソリ（子持ち）【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,291400,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50700,幼生オオコウモリ,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,181300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50800,穴掘り,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,201300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50900,蛇玉（子）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,281200,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
50905,蛇玉（子）【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,281400,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51000,蛇玉（子）・小,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,281100,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51005,蛇玉（子）・小【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,281300,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51100,吸血豚,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,311300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51105,吸血豚【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,311500,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51110,吸血豚【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,311300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51200,異形ビースト（雌）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,13,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51205,異形ビースト（雌）【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,15,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51300,操り骸,0,0,1,100.0,100.0,100.0,1.0,-1.0,1.0,0,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51400,狂気の悪霊,0,0,1,100.0,100.0,100.0,1.0,-1.0,1.0,0,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51405,狂気の悪霊【特殊敵】,0,0,1,100.0,1.0,1.0,1.0,-1.0,1.0,0,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51510,血に渇いた獣【ボス】,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,2,3,2013,100.0,0.0,3,2001,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51520,血に渇いた獣【Dボス】,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,3,3,2013,100.0,0.0,3,2001,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51600,蜘蛛のクトゥルフ,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51700,滅びの炎の眷属,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,2,211300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51710,滅びの炎の眷属【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,211300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51720,滅びの炎の眷属【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,211300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51800,銀の獣の眷属,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51810,銀の獣の眷属【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51900,月からの使者,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,12,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51901,月からの使者（触手）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,13,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
51906,月からの使者（触手）【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,15,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52020,月の落とし子【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,141300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52110,月からの使者（大）【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,141200,100.0,0.0,4,1,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52120,月からの使者（大）【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,141200,100.0,0.0,4,1,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52200,ダンジョン人（司祭）,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2013,100.0,0.0,3,2001,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52205,ダンジョン人（司祭）【特殊敵】,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,2,341400,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52206,ダンジョン人（司祭）【ランダム敵】,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2015,100.0,0.0,3,2001,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52300,ダンジョン人（奴隷）・強化タイプ,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,12,100.0,0.0,4,1,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52305,ダンジョン人（奴隷）【強化敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,4,12,100.0,0.0,4,1,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52400,ダンジョン人（番人）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52405,ダンジョン人（番人）【強化敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52406,ダンジョン人（番人）【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,15,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52500,ダンジョン人（狂人）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,12,100.0,0.0,4,2,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52505,ダンジョン人（狂人）【強化敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,4,12,100.0,0.0,4,2,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52506,ダンジョン人（狂人）【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,14,100.0,0.0,4,2,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52600,ダンジョン人（デブ）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,14,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52601,ダンジョン人（デブ）・銃,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2014,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52605,ダンジョン人（デブ）【強化敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,4,14,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52606,ダンジョン人（デブ）・銃【強化敵】,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,1,3,2014,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52607,ダンジョン人（デブ）【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,16,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52608,ダンジョン人（デブ）・銃【ランダム敵】,0,0,1,1.0,1.0,1.0,100.0,-1.0,1.0,0,3,2016,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52620,ダンジョン人（デブ）【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,4,14,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52710,ダンジョン人（ロード）・双剣【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,171200,100.0,0.0,4,1,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52711,ダンジョン人（ロード）・杖【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,171200,100.0,0.0,4,1,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52720,ダンジョン人（ロード）・双剣【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,231200,100.0,0.0,4,1,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52721,ダンジョン人（ロード）・杖【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,231200,100.0,0.0,4,1,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52800,ミミック,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,241300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52801,ミミック,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,2,261300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
52900,悪霊（女）,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,0,4,12,100.0,0.0,2,400200,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53000,フレッシュゴーレム,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,2,111300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53001,フレッシュゴーレム,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,2,121300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53005,フレッシュゴーレム【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,2,111500,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53006,フレッシュゴーレム【ランダム敵】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,2,121500,100.0,0.0,4,1,100.0,0.0,4,102,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53010,フレッシュゴーレム【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,111300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53011,フレッシュゴーレム【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,121300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53020,フレッシュゴーレム【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,111300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53021,フレッシュゴーレム【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,121300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53110,炎の獣【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,151300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53120,炎の獣【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,151300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53210,嵐の獣【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,161200,100.0,0.0,4,2,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53220,嵐の獣【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,161200,100.0,0.0,4,2,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53320,嵐の獣（骨）【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,161300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53410,始祖ビースト【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,171300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53411,始祖ビースト・首なし【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,201300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53420,始祖ビースト【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,171300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53421,始祖ビースト・首なし【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,201300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53510,白痴の蜘蛛【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,2,181200,100.0,0.0,4,1,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53520,白痴の蜘蛛【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,181200,100.0,0.0,4,1,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53620,邪神【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,2,181300,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53700,敵アバター,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,1,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53705,敵アバター【特殊敵】,0,0,1,1.0,100.0,1.0,1.0,-1.0,1.0,1,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53710,敵アバター【ボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,2,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
53720,敵アバター【Dボス】,0,0,0,100.0,100.0,100.0,10.0,-1.0,1.0,3,4,13,100.0,0.0,4,1,100.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,-1,0.0,0.0,0,1,0,0
