ID,Description,wepParamId,gemSlotType_0,gemGenId_0,gemSlotType_1,gemGenId_1,gemSlotType_2,gemGenId_2,gemSlotType_3,gemGenId_3,gemSlotType_4,gemGenId_4,equipableGemSegmentMask,reserveGemSlotNo_0,reserveGemSlotNo_1,reserveGemSlotNo_2
2020400,"日本刀＋４",2020400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,4
2020500,"日本刀＋５",2020500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,4
2020600,"日本刀＋６",2020600,1,-1,1,-1,8,-1,2147483904,-1,2147483904,-1,1,1,1,4
2020700,"日本刀＋７",2020700,1,-1,1,-1,8,-1,2147483904,-1,2147483904,-1,1,1,1,4
2020800,"日本刀＋８",2020800,1,-1,1,-1,8,-1,2147483904,-1,2147483904,-1,1,1,1,4
2020900,"日本刀＋９",2020900,1,-1,1,-1,8,-1,2147483904,-1,2147483904,-1,1,1,1,4
2021000,"日本刀＋１０",2021000,1,-1,1,-1,8,-1,2147483904,-1,2147483904,-1,1,1,1,4
2090000,"徘徊刀",2090000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
4000000,"双剣",4000000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
4000100,"双剣＋１",4000100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
4000200,"双剣＋２",4000200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
4000300,"双剣＋３",4000300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
4000400,"双剣＋４",4000400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
4000500,"双剣＋５",4000500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
4000600,"双剣＋６",4000600,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
4000700,"双剣＋７",4000700,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
4000800,"双剣＋８",4000800,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
4000900,"双剣＋９",4000900,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
4001000,"双剣＋１０",4001000,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
4010000,"双剣",4010000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
4010100,"双剣＋１",4010100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
4010200,"双剣＋２",4010200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
4010300,"双剣＋３",4010300,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
4010400,"双剣＋４",4010400,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
4010500,"双剣＋５",4010500,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
4010600,"双剣＋６",4010600,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
4010700,"双剣＋７",4010700,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
4010800,"双剣＋８",4010800,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
4010900,"双剣＋９",4010900,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
4011000,"双剣＋１０",4011000,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
4020000,"双剣",4020000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
4020100,"双剣＋１",4020100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
4020200,"双剣＋２",4020200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
4020300,"双剣＋３",4020300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
4020400,"双剣＋４",4020400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
4020500,"双剣＋５",4020500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
4020600,"双剣＋６",4020600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
4020700,"双剣＋７",4020700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
4020800,"双剣＋８",4020800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
4020900,"双剣＋９",4020900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
4021000,"双剣＋１０",4021000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
4090000,"徘徊双剣",4090000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
5000000,"斧竿",5000000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
5000100,"斧竿＋１",5000100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
5000200,"斧竿＋２",5000200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
5000300,"斧竿＋３",5000300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
5000400,"斧竿＋４",5000400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
5000500,"斧竿＋５",5000500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
5000600,"斧竿＋６",5000600,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
5000700,"斧竿＋７",5000700,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
5000800,"斧竿＋８",5000800,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
5000900,"斧竿＋９",5000900,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
5001000,"斧竿＋１０",5001000,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
5010000,"斧竿",5010000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
5010100,"斧竿＋１",5010100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
5010200,"斧竿＋２",5010200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
5010300,"斧竿＋３",5010300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
5010400,"斧竿＋４",5010400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
5010500,"斧竿＋５",5010500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
5010600,"斧竿＋６",5010600,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
5010700,"斧竿＋７",5010700,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
5010800,"斧竿＋８",5010800,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
5010900,"斧竿＋９",5010900,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
5011000,"斧竿＋１０",5011000,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
5020000,"斧竿",5020000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5020100,"斧竿＋１",5020100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5020200,"斧竿＋２",5020200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5020300,"斧竿＋３",5020300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5020400,"斧竿＋４",5020400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5020500,"斧竿＋５",5020500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5020600,"斧竿＋６",5020600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
5020700,"斧竿＋７",5020700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
5020800,"斧竿＋８",5020800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
5020900,"斧竿＋９",5020900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
5021000,"斧竿＋１０",5021000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
5090000,"徘徊斧竿",5090000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
5100000,"剣鎌",5100000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
5100100,"剣鎌＋１",5100100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
5100200,"剣鎌＋２",5100200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
5100300,"剣鎌＋３",5100300,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
5100400,"剣鎌＋４",5100400,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
5100500,"剣鎌＋５",5100500,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
5100600,"剣鎌＋６",5100600,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
5100700,"剣鎌＋７",5100700,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
5100800,"剣鎌＋８",5100800,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
5100900,"剣鎌＋９",5100900,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
5101000,"剣鎌＋１０",5101000,1,-1,4,-1,1,-1,2147483904,-1,2147483904,-1,1,1,3,1
5110000,"剣鎌",5110000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
5110100,"剣鎌＋１",5110100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
5110200,"剣鎌＋２",5110200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
5110300,"剣鎌＋３",5110300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
5110400,"剣鎌＋４",5110400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
5110500,"剣鎌＋５",5110500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
5110600,"剣鎌＋６",5110600,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
5110700,"剣鎌＋７",5110700,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
5110800,"剣鎌＋８",5110800,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
5110900,"剣鎌＋９",5110900,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
5111000,"剣鎌＋１０",5111000,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
5120000,"剣鎌",5120000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5120100,"剣鎌＋１",5120100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5120200,"剣鎌＋２",5120200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5120300,"剣鎌＋３",5120300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5120400,"剣鎌＋４",5120400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5120500,"剣鎌＋５",5120500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
5120600,"剣鎌＋６",5120600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
5120700,"剣鎌＋７",5120700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
5120800,"剣鎌＋８",5120800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
5120900,"剣鎌＋９",5120900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
5121000,"剣鎌＋１０",5121000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
5190000,"徘徊剣鎌",5190000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
6000000,"工房長銃",6000000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6000100,"工房長銃＋１",6000100,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6000200,"工房長銃＋２",6000200,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6000300,"工房長銃＋３",6000300,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6000400,"工房長銃＋４",6000400,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6000500,"工房長銃＋５",6000500,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6000600,"工房長銃＋６",6000600,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6000700,"工房長銃＋７",6000700,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6000800,"工房長銃＋８",6000800,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6000900,"工房長銃＋９",6000900,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6001000,"工房長銃＋１０",6001000,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6090000,"徘徊工房長銃",6090000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
6100000,"教会長銃",6100000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6100100,"教会長銃＋１",6100100,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6100200,"教会長銃＋２",6100200,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6100300,"教会長銃＋３",6100300,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6100400,"教会長銃＋４",6100400,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6100500,"教会長銃＋５",6100500,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6100600,"教会長銃＋６",6100600,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6100700,"教会長銃＋７",6100700,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6100800,"教会長銃＋８",6100800,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6100900,"教会長銃＋９",6100900,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6101000,"教会長銃＋１０",6101000,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6180000,"【NPC専用】教会銃（血糊）",6180000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6180100,"【NPC専用】教会銃（血糊）＋１",6180100,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6180200,"【NPC専用】教会銃（血糊）＋２",6180200,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6180300,"【NPC専用】教会銃（血糊）＋３",6180300,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6180400,"【NPC専用】教会銃（血糊）＋４",6180400,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6180500,"【NPC専用】教会銃（血糊）＋５",6180500,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6180600,"【NPC専用】教会銃（血糊）＋６",6180600,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6180700,"【NPC専用】教会銃（血糊）＋７",6180700,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6180800,"【NPC専用】教会銃（血糊）＋８",6180800,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6180900,"【NPC専用】教会銃（血糊）＋９",6180900,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6181000,"【NPC専用】教会銃（血糊）＋１０",6181000,8,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,4,0,0
6190000,"徘徊教会長銃",6190000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
7000000,"ノコナタ",7000000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7000100,"ノコナタ＋１",7000100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7000200,"ノコナタ＋２",7000200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7000300,"ノコナタ＋３",7000300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7000400,"ノコナタ＋４",7000400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7000500,"ノコナタ＋５",7000500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7000600,"ノコナタ＋６",7000600,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
7000700,"ノコナタ＋７",7000700,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
7000800,"ノコナタ＋８",7000800,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
7000900,"ノコナタ＋９",7000900,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
7001000,"ノコナタ＋１０",7001000,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
7010000,"ノコナタ",7010000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7010100,"ノコナタ＋１",7010100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7010200,"ノコナタ＋２",7010200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7010300,"ノコナタ＋３",7010300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7010400,"ノコナタ＋４",7010400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7010500,"ノコナタ＋５",7010500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7010600,"ノコナタ＋６",7010600,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
7010700,"ノコナタ＋７",7010700,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
7010800,"ノコナタ＋８",7010800,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
7010900,"ノコナタ＋９",7010900,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
7011000,"ノコナタ＋１０",7011000,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
7020000,"ノコナタ",7020000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7020100,"ノコナタ＋１",7020100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7020200,"ノコナタ＋２",7020200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7020300,"ノコナタ＋３",7020300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7020400,"ノコナタ＋４",7020400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7020500,"ノコナタ＋５",7020500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7020600,"ノコナタ＋６",7020600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
7020700,"ノコナタ＋７",7020700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
7020800,"ノコナタ＋８",7020800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
7020900,"ノコナタ＋９",7020900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
7021000,"ノコナタ＋１０",7021000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
7090000,"徘徊ノコナタ",7090000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
7100000,"ノコ槍",7100000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7100100,"ノコ槍＋１",7100100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7100200,"ノコ槍＋２",7100200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7100300,"ノコ槍＋３",7100300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7100400,"ノコ槍＋４",7100400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7100500,"ノコ槍＋５",7100500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,3
7100600,"ノコ槍＋６",7100600,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
7100700,"ノコ槍＋７",7100700,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
7100800,"ノコ槍＋８",7100800,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
7100900,"ノコ槍＋９",7100900,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
7101000,"ノコ槍＋１０",7101000,1,-1,1,-1,4,-1,2147483904,-1,2147483904,-1,1,1,1,3
7110000,"ノコ槍",7110000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7110100,"ノコ槍＋１",7110100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7110200,"ノコ槍＋２",7110200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7110300,"ノコ槍＋３",7110300,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7110400,"ノコ槍＋４",7110400,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7110500,"ノコ槍＋５",7110500,1,-1,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,1,2
7110600,"ノコ槍＋６",7110600,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
7110700,"ノコ槍＋７",7110700,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
7110800,"ノコ槍＋８",7110800,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
7110900,"ノコ槍＋９",7110900,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
7111000,"ノコ槍＋１０",7111000,1,-1,1,-1,2,-1,2147483904,-1,2147483904,-1,1,1,1,2
7120000,"ノコ槍",7120000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7120100,"ノコ槍＋１",7120100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7120200,"ノコ槍＋２",7120200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7120300,"ノコ槍＋３",7120300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7120400,"ノコ槍＋４",7120400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7120500,"ノコ槍＋５",7120500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,3
7120600,"ノコ槍＋６",7120600,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
7120700,"ノコ槍＋７",7120700,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
7120800,"ノコ槍＋８",7120800,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
7120900,"ノコ槍＋９",7120900,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
7121000,"ノコ槍＋１０",7121000,1,-1,2,-1,4,-1,2147483904,-1,2147483904,-1,1,1,2,3
7190000,"徘徊ノコ槍",7190000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,0,0,0
8000000,"剣大槌",8000000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
8000100,"剣大槌＋１",8000100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
8000200,"剣大槌＋２",8000200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
8000300,"剣大槌＋３",8000300,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
8000400,"剣大槌＋４",8000400,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
8000500,"剣大槌＋５",8000500,1,-1,2,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,2,1
8000600,"剣大槌＋６",8000600,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
8000700,"剣大槌＋７",8000700,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
8000800,"剣大槌＋８",8000800,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
8000900,"剣大槌＋９",8000900,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
8001000,"剣大槌＋１０",8001000,1,-1,2,-1,1,-1,2147483904,-1,2147483904,-1,1,1,2,1
8010000,"剣大槌",8010000,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
8010100,"剣大槌＋１",8010100,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
8010200,"剣大槌＋２",8010200,1,-1,2147483904,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
8010300,"剣大槌＋３",8010300,1,-1,4,-1,2147483904,-1,2147483904,-1,2147483904,-1,1,1,3,1
