ID,Description,behaviorVariationId,sortId,wanderingEquipId,weight,weaponWeightRate,fixPrice,basicPrice,sellValue,correctStrength,correctAgility,correctMagic,correctFaith,physGuardCutRate,magGuardCutRate,fireGuardCutRate,thunGuardCutRate,spEffectBehaviorId0,spEffectBehaviorId1,spEffectBehaviorId2,residentSpEffectId,residentSpEffectId1,residentSpEffectId2,materialSetId,originEquipWep,originEquipWep1,originEquipWep2,originEquipWep3,originEquipWep4,originEquipWep5,originEquipWep6,originEquipWep7,originEquipWep8,originEquipWep9,originEquipWep10,originEquipWep11,originEquipWep12,originEquipWep13,originEquipWep14,originEquipWep15,antiDemonDamageRate,antSaintDamageRate,antWeakA_DamageRate,antWeakB_DamageRate,levelSyncCorrectId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,equipModelId,iconId,durability,durabilityMax,attackThrowEscape,parryDamageLife,attackBasePhysics,attackBaseMagic,attackBaseFire,attackBaseThunder,attackBaseStamina,saWeaponDamage,saDurability,guardAngle,staminaGuardDef,reinforceTypeId,compTrophySedId,trophySeqId,throwAtkRate,bowDistRate,equipModelCategory,equipModelGender,weaponCategory,wepmotionCategory,guardmotionCategory,atkMaterial,defMaterial,defSfxMaterial,correctType,spAttribute,spAtkcategory,wepmotionOneHandId,wepmotionBothHandId,properStrength,properAgility,properMagic,properFaith,overStrength,attackBaseParry,defenseBaseParry,guardBaseRepel,attackBaseRepel,guardCutCancelRate,guardLevel,slashGuardCutRate,blowGuardCutRate,thrustGuardCutRate,poisonGuardResist,diseaseGuardResist,bloodGuardResist,curseGuardResist,isDurabilityDivergence,rightHandEquipable:1,leftHandEquipable:1,bothHandEquipable:1,arrowSlotEquipable:1,boltSlotEquipable:1,enableGuard:1,enableParry:1,enableMagic:1,enableSorcery:1,enableMiracle:1,enableVowMagic:1,isNormalAttackType:1,isBlowAttackType:1,isSlashAttackType:1,isThrustAttackType:1,isEnhance:1,isLuckCorrect:1,isCustom:1,disableBaseChangeReset:1,disableRepair:1,isDarkHand:1,simpleModelForDlc:1,lanternWep:1,isVersusGhostWep:1,baseChangeCategory:6,isDragonSlayer:1,isDeposit:1,disableMultiDropShare:1,invisibleOnRemo:1,isAttributeWep:1,isEnchantLeftHand:1,isGuestDrop:1,therianthropeGuardResist,PhysAtkMenuDispType,wepmotionHangType,dmypolyId_Slot0RightHang,dmypolyId_Slot0RightFormA,dmypolyId_Slot0RightFormB,dmypolyId_Slot0LeftHang,dmypolyId_Slot0LeftFormA,dmypolyId_Slot0LeftFormB,dmypolyId_Slot1RightHang,dmypolyId_Slot1RightFormA,dmypolyId_Slot1RightFormB,dmypolyId_Slot1LeftHang,dmypolyId_Slot1LeftFormA,dmypolyId_Slot1LeftFormB,dmypolyId_Slot2RightHang,dmypolyId_Slot2RightFormA,dmypolyId_Slot2RightFormB,dmypolyId_Slot2LeftHang,dmypolyId_Slot2LeftFormA,dmypolyId_Slot2LeftFormB,dmypolyId_Slot3RightHang,dmypolyId_Slot3RightFormA,dmypolyId_Slot3RightFormB,dmypolyId_Slot3LeftHang,dmypolyId_Slot3LeftFormA,dmypolyId_Slot3LeftFormB,wepRegainHp,bulletConsumeNum,repositoryCategory
7110700,"ノコ槍＋７",710,6207,7190000,5.0,0.0,1395,560,500,44.0,58.0,0.0,56.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,700,7110600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,141,0,0,0,54,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,0
7110800,"ノコ槍＋８",710,6208,7190000,5.0,0.0,1530,620,500,46.0,60.0,0.0,58.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,800,7110700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,149,0,0,0,56,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,-1,0
7110900,"ノコ槍＋９",710,6209,7190000,5.0,0.0,1665,660,500,48.0,62.0,0.0,60.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,900,7110800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,157,0,0,0,58,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,0
7111000,"ノコ槍＋１０",710,6210,7190000,5.0,0.0,1800,720,500,50.0,64.0,0.0,62.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,1000,7110900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,170,0,0,0,60,15,0,0,30,0,5,7,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,0
7120000,"ノコ槍",710,6300,7190000,5.0,0.0,450,180,500,30.0,44.0,0.0,40.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,0,7120000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,85,0,0,0,40,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,0
7120100,"ノコ槍＋１",710,6301,7190000,5.0,0.0,585,240,500,32.0,46.0,0.0,42.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,100,7120000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,93,0,0,0,42,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,-1,0
7120200,"ノコ槍＋２",710,6302,7190000,5.0,0.0,720,280,500,34.0,48.0,0.0,45.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,200,7120100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,101,0,0,0,44,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,-1,0
7120300,"ノコ槍＋３",710,6303,7190000,5.0,0.0,855,340,500,36.0,50.0,0.0,47.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,300,7120200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,109,0,0,0,46,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,0
7120400,"ノコ槍＋４",710,6304,7190000,5.0,0.0,990,400,500,38.0,52.0,0.0,49.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,400,7120300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,117,0,0,0,48,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,43,-1,0
7120500,"ノコ槍＋５",710,6305,7190000,5.0,0.0,1125,460,500,40.0,54.0,0.0,51.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,500,7120400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,125,0,0,0,50,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,-1,0
7120600,"ノコ槍＋６",710,6306,7190000,5.0,0.0,1260,500,500,42.0,56.0,0.0,53.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,600,7120500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,133,0,0,0,52,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,47,-1,0
7120700,"ノコ槍＋７",710,6307,7190000,5.0,0.0,1395,560,500,44.0,58.0,0.0,56.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,700,7120600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,141,0,0,0,54,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,0
7120800,"ノコ槍＋８",710,6308,7190000,5.0,0.0,1530,620,500,46.0,60.0,0.0,58.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,800,7120700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,149,0,0,0,56,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,-1,0
7120900,"ノコ槍＋９",710,6309,7190000,5.0,0.0,1665,660,500,48.0,62.0,0.0,60.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,900,7120800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,157,0,0,0,58,15,0,0,30,0,5,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,-1,0
7121000,"ノコ槍＋１０",710,6310,7190000,5.0,0.0,1800,720,500,50.0,64.0,0.0,62.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,1000,7120900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,130,-1,-1,1011,1008,200,200,1,10,170,0,0,0,60,15,0,0,30,0,5,7,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,7,8,0,0,99,0,0,0,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,0
7190000,"徘徊ノコ槍",710,-1,7190000,0.0,0.0,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.2000000476837158,1.0,1.0,-1,-1,-1,4011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,7,0,3,38,2,0,50,50,0,1,0,0,3,0,0,0,0,99,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,417,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,15
8000000,"剣大槌",800,45100,8090000,6.0,0.0,400,160,900,60.0,19.0,0.0,43.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,0,8000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,105,0,0,0,130,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,1
8000100,"剣大槌＋１",800,45101,8090000,6.0,0.0,520,200,900,64.0,20.0,0.0,46.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,100,8000000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,115,0,0,0,137,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,-1,1
8000200,"剣大槌＋２",800,45102,8090000,6.0,0.0,640,260,900,68.0,21.0,0.0,48.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,200,8000100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,125,0,0,0,144,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,72,-1,1
8000300,"剣大槌＋３",800,45103,8090000,6.0,0.0,760,300,900,72.0,22.0,0.0,51.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,300,8000200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,135,0,0,0,151,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,1
8000400,"剣大槌＋４",800,45104,8090000,6.0,0.0,880,360,900,76.0,23.0,0.0,54.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,400,8000300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,145,0,0,0,158,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,84,-1,1
8000500,"剣大槌＋５",800,45105,8090000,6.0,0.0,1000,400,900,80.0,24.0,0.0,57.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,500,8000400,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,155,0,0,0,165,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,-1,1
8000600,"剣大槌＋６",800,45106,8090000,6.0,0.0,1120,440,900,84.0,25.0,0.0,59.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,600,8000500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,165,0,0,0,172,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,-1,1
8000700,"剣大槌＋７",800,45107,8090000,6.0,0.0,1240,500,900,88.0,26.0,0.0,62.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,700,8000600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,175,0,0,0,179,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,102,-1,1
8000800,"剣大槌＋８",800,45108,8090000,6.0,0.0,1360,540,900,92.0,27.0,0.0,65.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,800,8000700,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,185,0,0,0,186,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,108,-1,1
8000900,"剣大槌＋９",800,45109,8090000,6.0,0.0,1480,600,900,96.0,28.0,0.0,68.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,900,8000800,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,195,0,0,0,193,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,114,-1,1
8001000,"剣大槌＋１０",800,45110,8090000,6.0,0.0,1600,640,900,100.0,29.0,0.0,70.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,1000,8000900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,210,0,0,0,200,37,0,0,20,0,5,7,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,120,-1,1
8010000,"剣大槌",800,45200,8090000,6.0,0.0,400,160,900,60.0,19.0,0.0,43.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,0,8010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,105,0,0,0,130,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,-1,1
8010100,"剣大槌＋１",800,45201,8090000,6.0,0.0,520,200,900,64.0,20.0,0.0,46.0,55.0,30.0,40.0,30.0,-1,-1,-1,6050,-1,-1,100,8010000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.0,1.0,1.0,1.0,130,-1,-1,1031,1009,250,250,1,10,115,0,0,0,137,37,0,0,20,0,5,-1,0,-1,7,0,12,48,2,0,50,50,0,1,0,0,22,16,10,0,0,99,0,0,10,20,0,2,0,0,0,30,30,30,30,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,20,400,300,-1,-1,-1,-1,416,416,-1,-1,-1,-1,-1,-1,322,-1,-1,-1,-1,-1,-1,-1,-1,-1,66,-1,1
